wrapped_network$start:INTEGER,wrapped_network$end:INTEGER,wrapped_network$node_id:INTEGER,wrapped_network$tBytes:INTEGER
1689860370000,1689860371000,1,4757906125812400128,1689860373062
1689860370000,1689860371000,4,4751171366976225280,1689860373062
1689860370000,1689860371000,5,4726416503035920384,1689860373062
1689860370000,1689860371000,6,4726351140187974315,1689860373062
1689860371000,1689860372000,1,4757906130627067904,1689860374053
1689860371000,1689860372000,3,4755574624968594773,1689860374053
1689860372000,1689860373000,3,4755574626651209728,1689860374053
1689860371000,1689860372000,4,4751171368963276800,1689860374053
1689860372000,1689860373000,4,4751171372145704960,1689860374053
1689860371000,1689860372000,5,4726416555973629269,1689860374053
1689860372000,1689860373000,5,4726416655171715072,1689860374053
1689860371000,1689860372000,6,4726351167546021205,1689860374053
1689860372000,1689860373000,6,4726351258243650901,1689860374053
1689860371000,1689860372000,8,4725916479934605995,1689860374053
1689860372000,1689860373000,8,4725916589299684693,1689860374053
1689860371000,1689860372000,9,4725928829844630187,1689860374053
1689860372000,1689860373000,9,4725928918875723093,1689860374053
1689860371000,1689860372000,10,4726419885848352085,1689860374053
1689860372000,1689860373000,10,4726419979867870549,1689860374053
1689860371000,1689860372000,11,4726490090310030677,1689860374053
1689860372000,1689860373000,11,4726490177864728576,1689860374053
1689860373000,1689860374000,1,4757906134892544000,1689860375066
1689860373000,1689860374000,3,4755574628054379179,1689860375066
1689860373000,1689860374000,4,4751171372937729365,1689860375066
1689860373000,1689860374000,5,4726416682429098667,1689860375066
1689860373000,1689860374000,6,4726351320397643776,1689860375066
1689860373000,1689860374000,8,4725916650715480064,1689860375066
1689860373000,1689860374000,9,4725929000256405504,1689860375066
1689860373000,1689860374000,10,4726420058094436352,1689860375066
1689860373000,1689860374000,11,4726490257769015979,1689860375066
1689860374000,1689860375000,1,4757906138597163008,1689860376080
1689860374000,1689860375000,3,4755574629667263829,1689860376080
1689860374000,1689860375000,4,4751171376927211520,1689860376080
1689860374000,1689860375000,5,4726416809756983296,1689860376080
1689860374000,1689860375000,6,4726351443654257323,1689860376080
1689860374000,1689860375000,8,4725916780504023040,1689860376080
1689860374000,1689860375000,9,4725929106154192896,1689860376080
1689860374000,1689860375000,10,4726420164171180715,1689860376080
1689860374000,1689860375000,11,4726490364405000875,1689860376080
1689860375000,1689860376000,1,4757906143189401600,1689860377096
1689860375000,1689860376000,3,4755574630738558976,1689860377096
1689860375000,1689860376000,4,4751171379168018432,1689860377096
1689860375000,1689860376000,5,4726416878140915712,1689860377096
1689860375000,1689860376000,6,4726351515181121536,1689860377096
1689860375000,1689860376000,8,4725916852769084757,1689860377096
1689860375000,1689860376000,9,4725929193373346475,1689860377096
1689860375000,1689860376000,10,4726420255640562347,1689860377096
1689860375000,1689860376000,11,4726490449409561941,1689860377096
1689860376000,1689860377000,1,4757906147547807744,1689860378110
1689860376000,1689860377000,3,4755574632357909845,1689860378110
1689860376000,1689860377000,4,4751171382478372864,1689860378110
1689860376000,1689860377000,5,4726416982718895445,1689860378110
1689860376000,1689860377000,6,4726351625284397739,1689860378110
1689860376000,1689860377000,8,4725916956608866987,1689860378110
1689860376000,1689860377000,9,4725929294260338688,1689860378110
1689860376000,1689860377000,10,4726420357623666005,1689860378110
1689860376000,1689860377000,11,4726490558987152043,1689860378110
1689860377000,1689860378000,1,4757906149906972672,1689860379126
1689860377000,1689860378000,3,4755574634046991019,1689860379126
1689860377000,1689860378000,4,4751171385267235499,1689860379126
1689860377000,1689860378000,5,4726417065273982976,1689860379126
1689860377000,1689860378000,6,4726351714829991936,1689860379126
1689860377000,1689860378000,8,4725917044946501632,1689860379126
1689860377000,1689860378000,9,4725929359758589952,1689860379126
1689860377000,1689860378000,10,4726420421645522261,1689860379126
1689860377000,1689860378000,11,4726490617651483989,1689860379126
1689860378000,1689860379000,1,4757906154310074368,1689860380140
1689860378000,1689860379000,3,4755574635032477696,1689860380140
1689860378000,1689860379000,4,4751171387706223275,1689860380140
1689860378000,1689860379000,5,4726417158230944427,1689860380140
1689860378000,1689860379000,6,4726351791591347541,1689860380140
1689860378000,1689860379000,8,4725917123922449749,1689860380140
1689860378000,1689860379000,9,4725929465455050752,1689860380140
1689860378000,1689860379000,10,4726420528796008448,1689860380140
1689860378000,1689860379000,11,4726490720014871211,1689860380140
1689860379000,1689860380000,1,4757906157757661184,1689860381155
1689860379000,1689860380000,3,4755574636929002155,1689860381155
1689860379000,1689860380000,4,4751171390905079125,1689860381155
1689860379000,1689860380000,5,4726417260057460736,1689860381155
1689860379000,1689860380000,6,4726351898037190656,1689860381155
1689860379000,1689860380000,8,4725917230368292864,1689860381155
1689860379000,1689860380000,9,4725929570972554581,1689860381155
1689860379000,1689860380000,10,4726420634134555307,1689860381155
1689860379000,1689860380000,11,4726490828563458731,1689860381155
