wrapped_network$start:INTEGER,wrapped_network$end:INTEGER,wrapped_network$node_id:INTEGER,wrapped_network$tBytes:INTEGER
1689859487000,1689859488000,11,4726444891718374741,1689859488680
1689859487000,1689859488000,4,4751169912231515477,1689859488686
1689859487000,1689859488000,3,4755573896427601920,1689859488697
1689859487000,1689859488000,6,4726305761599160320,1689859488706
1689859487000,1689859488000,8,4725870547239086763,1689859488718
1689859487000,1689859488000,9,4725882704658519381,1689859488726
1689859487000,1689859488000,5,4726370301088453973,1689859488747
1689859487000,1689859488000,10,4726368706783171925,1689859488754
1689859488000,1689859489000,11,4726444977338100395,1689859489707
1689859488000,1689859489000,4,4751169913490855253,1689859489713
1689859488000,1689859489000,3,4755573897202849109,1689859489724
1689859488000,1689859489000,6,4726305808049679019,1689859489732
1689859488000,1689859489000,8,4725870593499463680,1689859489746
1689859488000,1689859489000,9,4725882754274339499,1689859489754
1689859488000,1689859489000,5,4726370347236982784,1689859489770
1689859488000,1689859489000,10,4726368751757295616,1689859489780
1689859489000,1689859490000,11,4726445102171772245,1689859490735
1689859489000,1689859490000,4,4751169917443986773,1689859490742
1689859489000,1689859490000,3,4755573899398217728,1689859490752
1689859489000,1689859490000,6,4726305933476145835,1689859490760
1689859489000,1689859490000,8,4725870717986406400,1689859490773
1689859489000,1689859490000,9,4725882879309337941,1689859490780
1689859489000,1689859490000,5,4726370490357820075,1689859490797
1689859489000,1689859490000,10,4726368882865646251,1689859490808
1689859490000,1689859491000,11,4726445181874733056,1689859491763
1689859490000,1689859491000,4,4751169920569791829,1689859491770
1689859490000,1689859491000,3,4755573900680975701,1689859491780
1689859490000,1689859491000,6,4726306032405796181,1689859491790
1689859490000,1689859491000,8,4725870820595859456,1689859491803
1689859490000,1689859491000,9,4725882980453580800,1689859491807
1689859490000,1689859491000,5,4726370578695454720,1689859491823
1689859490000,1689859491000,10,4726368988550922240,1689859491836
1689859491000,1689859492000,11,4726445318810370048,1689859492789
1689859491000,1689859492000,4,4751169923791017301,1689859492794
1689859491000,1689859492000,3,4755573902508643669,1689859492808
1689859491000,1689859492000,6,4726306139522727936,1689859492818
1689859491000,1689859492000,8,4725870927321322837,1689859492831
1689859491000,1689859492000,9,4725883092189839360,1689859492835
1689859491000,1689859492000,5,4726370686159115605,1689859492844
1689859491000,1689859492000,10,4726369102255707477,1689859492862
1689859492000,1689859493000,11,4726445408255300949,1689859493813
1689859492000,1689859493000,4,4751169927127935659,1689859493822
1689859492000,1689859493000,3,4755573904253474133,1689859493836
1689859492000,1689859493000,6,4726306240666970795,1689859493844
1689859492000,1689859493000,8,4725871030668973397,1689859493859
1689859492000,1689859493000,9,4725883190929347925,1689859493863
1689859492000,1689859493000,5,4726370800579728725,1689859493874
1689859492000,1689859493000,10,4726369202840709803,1689859493891
1689859493000,1689859494000,11,4726445521333736789,1689859494840
1689859493000,1689859494000,4,4751169930179990869,1689859494848
1689859493000,1689859494000,3,4755573905533086379,1689859494858
1689859493000,1689859494000,6,4726306340334818645,1689859494871
1689859493000,1689859494000,8,4725871132886958080,1689859494882
1689859493000,1689859494000,9,4725883294276998485,1689859494891
1689859493000,1689859494000,5,4726370886367226539,1689859494898
1689859493000,1689859494000,10,4726369305036324864,1689859494919
1689859494000,1689859495000,11,4726445621314759339,1689859495869
1689859494000,1689859495000,4,4751169934088732672,1689859495873
1689859494000,1689859495000,3,4755573907782281899,1689859495885
1689859494000,1689859495000,6,4726306457898363563,1689859495898
1689859494000,1689859495000,8,4725871247609561088,1689859495908
1689859494000,1689859495000,9,4725883405275059541,1689859495919
1689859494000,1689859495000,5,4726371007051333632,1689859495924
1689859494000,1689859495000,10,4726369420765560832,1689859495943
1689859495000,1689859496000,11,4726445705637046955,1689859496897
1689859495000,1689859496000,4,4751169937104437248,1689859496904
1689859495000,1689859496000,3,4755573908927676416,1689859496914
1689859495000,1689859496000,6,4726306544748418389,1689859496920
1689859495000,1689859496000,8,4725871352780335787,1689859496936
1689859495000,1689859496000,9,4725883507895697408,1689859496946
1689859495000,1689859496000,5,4726371094069160619,1689859496950
1689859495000,1689859496000,10,4726369510736177835,1689859496969
1689859496000,1689859497000,11,4726445840749559808,1689859497925
1689859496000,1689859497000,4,4751169940962497877,1689859497927
1689859496000,1689859497000,3,4755573910727032832,1689859497939
1689859496000,1689859497000,6,4726306665354231808,1689859497947
1689859496000,1689859497000,8,4725871469068812288,1689859497963
1689859496000,1689859497000,9,4725883628412032341,1689859497972
1689859496000,1689859497000,5,4726371218846908416,1689859497975
1689859496000,1689859497000,10,4726369627516786005,1689859497996
1689859497000,1689859498000,11,4726445922868439723,1689859498953
1689859497000,1689859498000,4,4751169944325630635,1689859498955
1689859497000,1689859498000,3,4755573912306887339,1689859498966
1689859497000,1689859498000,6,4726306765212221440,1689859498975
1689859497000,1689859498000,8,4725871568188604416,1689859498988
1689859497000,1689859498000,9,4725883719255064576,1689859498997
1689859497000,1689859498000,5,4726371327149430101,1689859499001
1689859497000,1689859498000,10,4726369718773656235,1689859499021
1689859498000,1689859499000,11,4726446044111787349,1689859499975
1689859498000,1689859499000,4,4751169947518894080,1689859499984
1689859498000,1689859499000,3,4755573913997716139,1689859499990
1689859498000,1689859499000,6,4726306865025471829,1689859500004
1689859498000,1689859499000,8,4725871667263657301,1689859500017
1689859498000,1689859499000,5,4726371426817277952,1689859500025
1689859498000,1689859499000,9,4725883831405161131,1689859500026
1689859498000,1689859499000,10,4726369831270481920,1689859500049
1689859499000,1689859500000,10,4726369899419533312,1689859500564
1689859499000,1689859500000,11,4726446138265523541,1689859501003
1689859499000,1689859500000,4,4751169950929562283,1689859501010
1689859499000,1689859500000,3,4755573915682952533,1689859501018
1689859499000,1689859500000,6,4726306974893867008,1689859501030
1689859499000,1689859500000,8,4725871776583996757,1689859501045
1689859499000,1689859500000,5,4726371541640544256,1689859501053
1689859499000,1689859500000,9,4725883942201895595,1689859501055
1689859500000,1689859501000,8,4725871841948030293,1689859501558
1689859500000,1689859501000,9,4725884006391524011,1689859501567
1689859500000,1689859501000,5,4726371596804030464,1689859501569
1689859500000,1689859501000,10,4726369988383517355,1689859501591
1689859500000,1689859501000,11,4726446233571295232,1689859502029
1689859500000,1689859501000,4,4751169954159525888,1689859502038
1689859500000,1689859501000,3,4755573917231349760,1689859502045
1689859500000,1689859501000,6,4726307076038109867,1689859502056
1689859501000,1689859502000,4,4751169957372712277,1689859502552
1689859501000,1689859502000,3,4755573918750736384,1689859502559
1689859501000,1689859502000,6,4726307175560555179,1689859502570
1689859501000,1689859502000,8,4725871928104626859,1689859502585
1689859501000,1689859502000,9,4725884094796267520,1689859502595
1689859501000,1689859502000,5,4726371701885326677,1689859502596
1689859501000,1689859502000,10,4726370096137983317,1689859502614
1689859501000,1689859502000,11,4726446369970061312,1689859503057
1689859502000,1689859503000,11,4726446421107015680,1689859503570
1689859502000,1689859503000,4,4751169958961654443,1689859503581
1689859502000,1689859503000,3,4755573919647094101,1689859503584
1689859502000,1689859503000,6,4726307225131636053,1689859503597
1689859502000,1689859503000,8,4725872033633315499,1689859503608
1689859502000,1689859503000,5,4726371793567219712,1689859503621
1689859502000,1689859503000,9,4725884197562307925,1689859503622
1689859502000,1689859503000,10,4726370197271041365,1689859503642
1689859503000,1689859504000,11,4726446510294695936,1689859504594
1689859503000,1689859504000,4,4751169963406218581,1689859504610
1689859503000,1689859504000,3,4755573921916037803,1689859504611
1689859503000,1689859504000,6,4726307362414002176,1689859504626
1689859503000,1689859504000,8,4725872167101661184,1689859504634
1689859503000,1689859504000,5,4726371930715368107,1689859504648
1689859503000,1689859504000,9,4725884323301949440,1689859504650
1689859503000,1689859504000,10,4726370312653548203,1689859504670
1689859504000,1689859505000,11,4726446614749642752,1689859505614
1689859504000,1689859505000,3,4755573923058636117,1689859505636
1689859504000,1689859505000,4,4751169965766563157,1689859505638
1689859504000,1689859505000,6,4726307439969479339,1689859505653
1689859504000,1689859505000,8,4725872241715533141,1689859505664
1689859504000,1689859505000,5,4726372008416247808,1689859505674
1689859504000,1689859505000,9,4725884405756373675,1689859505679
1689859504000,1689859505000,10,4726370402870231040,1689859505697
1689859505000,1689859506000,11,4726446735377825792,1689859506643
1689859505000,1689859506000,3,4755573924920907093,1689859506664
1689859505000,1689859506000,4,4751169969544582485,1689859506666
1689859505000,1689859506000,6,4726307560821358592,1689859506680
1689859505000,1689859506000,8,4725872363305609899,1689859506686
1689859505000,1689859506000,5,4726372124704724309,1689859506702
1689859505000,1689859506000,9,4725884521854708395,1689859506704
1689859505000,1689859506000,10,4726370527021629440,1689859506725
1689859506000,1689859507000,11,4726446835974012928,1689859507671
1689859506000,1689859507000,3,4755573926812363435,1689859507692
1689859506000,1689859507000,4,4751169973212501333,1689859507693
1689859506000,1689859507000,6,4726307675834766677,1689859507708
1689859506000,1689859507000,8,4725872481070481408,1689859507714
1689859506000,1689859507000,9,4725884627349842603,1689859507730
1689859506000,1689859507000,5,4726372244136132608,1689859507731
1689859506000,1689859507000,10,4726370634183300437,1689859507754
1689859507000,1689859508000,11,4726446925340650155,1689859508699
1689859507000,1689859508000,3,4755573928181628928,1689859508720
1689859507000,1689859508000,4,4751169975891263488,1689859508721
1689859507000,1689859508000,6,4726307759608998571,1689859508731
1689859507000,1689859508000,8,4725872570146313557,1689859508744
1689859507000,1689859508000,9,4725884727207832235,1689859508757
1689859507000,1689859508000,5,4726372327328754347,1689859508759
1689859507000,1689859508000,10,4726370736781568683,1689859508781
1689859508000,1689859509000,11,4726447050274985301,1689859509724
1689859508000,1689859509000,3,4755573930194545323,1689859509748
1689859508000,1689859509000,4,4751169979958689792,1689859509750
1689859508000,1689859509000,6,4726307882619546283,1689859509758
1689859508000,1689859509000,8,4725872677811301035,1689859509773
1689859508000,1689859509000,9,4725884834872819712,1689859509785
1689859508000,1689859509000,5,4726372450529443840,1689859509787
1689859508000,1689859509000,10,4726370849390242475,1689859509809
1689859509000,1689859510000,11,4726447134407131136,1689859510749
1689859509000,1689859510000,4,4751169982703512235,1689859510774
1689859509000,1689859510000,3,4755573931523440640,1689859510776
1689859509000,1689859510000,6,4726307965666765483,1689859510787
1689859509000,1689859510000,8,4725872781908333909,1689859510800
1689859509000,1689859510000,9,4725884934350525781,1689859510811
1689859509000,1689859510000,5,4726372535791255552,1689859510815
1689859509000,1689859510000,10,4726370954930115925,1689859510837
1689859510000,1689859511000,11,4726447270459168085,1689859511775
1689859510000,1689859511000,4,4751169986325293739,1689859511803
1689859510000,1689859511000,3,4755573933394974037,1689859511803
1689859510000,1689859511000,6,4726308080478846976,1689859511816
1689859510000,1689859511000,8,4725872905366274048,1689859511829
1689859510000,1689859511000,9,4725885055258329088,1689859511839
1689859510000,1689859511000,5,4726372654484466347,1689859511843
1689859510000,1689859511000,10,4726371075938582528,1689859511861
1689859511000,1689859512000,11,4726447353853116416,1689859512798
1689859511000,1689859512000,4,4751169989791885995,1689859512830
1689859511000,1689859512000,3,4755573935237846357,1689859512832
1689859511000,1689859512000,6,4726308181813231616,1689859512845
1689859511000,1689859512000,8,4725873004295924395,1689859512858
1689859511000,1689859512000,9,4725885159142850560,1689859512869
1689859511000,1689859512000,5,4726372768569535147,1689859512871
1689859511000,1689859512000,10,4726371176859129173,1689859512888
1689859512000,1689859513000,11,4726447462178007723,1689859513827
1689859512000,1689859513000,3,4755573936525847211,1689859513855
1689859512000,1689859513000,4,4751169992403189760,1689859513859
1689859512000,1689859513000,6,4726308279814542677,1689859513872
1689859512000,1689859513000,8,4725873102766997504,1689859513884
1689859512000,1689859513000,5,4726372851952298667,1689859513894
1689859512000,1689859513000,9,4725885260164060501,1689859513896
1689859512000,1689859513000,10,4726371282734546944,1689859513917
1689859513000,1689859514000,11,4726447580949512192,1689859514855
1689859513000,1689859514000,3,4755573938472703317,1689859514883
1689859513000,1689859514000,4,4751169996002951168,1689859514887
1689859513000,1689859514000,6,4726308389436872021,1689859514899
1689859513000,1689859514000,8,4725873209615493803,1689859514913
1689859513000,1689859514000,5,4726372966227509248,1689859514920
1689859513000,1689859514000,9,4725885367023741611,1689859514926
1689859513000,1689859514000,10,4726371390511382528,1689859514945
1689859514000,1689859515000,11,4726447665461941589,1689859515878
1689859514000,1689859515000,3,4755573939773112320,1689859515911
1689859514000,1689859515000,4,4751169999127707648,1689859515914
1689859514000,1689859515000,6,4726308491117985792,1689859515926
1689859514000,1689859515000,8,4725873304350840149,1689859515940
1689859514000,1689859515000,5,4726373065011757056,1689859515947
1689859514000,1689859515000,9,4725885454679102805,1689859515954
1689859514000,1689859515000,10,4726371474744191659,1689859515973
1689859515000,1689859516000,11,4726447798382231552,1689859516905
1689859515000,1689859516000,3,4755573941650587648,1689859516938
1689859515000,1689859516000,4,4751170002795626496,1689859516942
1689859515000,1689859516000,6,4726308611086265003,1689859516955
1689859515000,1689859516000,8,4725873431846496939,1689859516967
1689859515000,1689859516000,5,4726373184935297024,1689859516975
