wrapped_network$start:INTEGER,wrapped_network$end:INTEGER,wrapped_network$node_id:INTEGER,wrapped_network$tBytes:INTEGER
1689849465000,1689849466000,4,4751163305602930005,1689849466174
1689849465000,1689849466000,11,4726241387600325291,1689849466181
1689849465000,1689849466000,9,4725677025251382613,1689849466193
1689849465000,1689849466000,3,4755570531950919680,1689849466204
1689849465000,1689849466000,8,4725662854230485675,1689849466211
1689849465000,1689849466000,10,4726163643681472512,1689849466224
1689849465000,1689849466000,5,4726155529034224981,1689849466243
1689849465000,1689849466000,6,4726095791273629013,1689849466261
1689849466000,1689849467000,6,4726095887854469120,1689849467172
1689849466000,1689849467000,11,4726241491706057463,1689849467181
1689849466000,1689849467000,4,4751163308729006914,1689849467185
1689849466000,1689849467000,9,4725677128601518687,1689849467195
1689849466000,1689849467000,8,4725662958858175678,1689849467211
1689849466000,1689849467000,3,4755570533562619828,1689849467221
1689849466000,1689849467000,10,4726163741921392868,1689849467236
1689849466000,1689849467000,5,4726155630619646483,1689849467252
1689849467000,1689849468000,5,4726155839910445056,1689849468144
1689849467000,1689849468000,4,4751163315737067520,1689849468168
1689849467000,1689849468000,11,4726241699214121491,1689849468177
1689849467000,1689849468000,9,4725677342902491060,1689849468185
1689849467000,1689849468000,6,4726096090531937697,1689849468193
1689849467000,1689849468000,3,4755570537080786489,1689849468216
1689849467000,1689849468000,8,4725663179273511215,1689849468223
1689849467000,1689849468000,10,4726163955340007955,1689849468252
1689849468000,1689849469000,10,4726164141844550997,1689849469149
1689849468000,1689849469000,5,4726156026845292620,1689849469159
1689849468000,1689849469000,9,4725677542961471185,1689849469169
1689849468000,1689849469000,11,4726241903975693122,1689849469177
1689849468000,1689849469000,4,4751163321757602551,1689849469192
1689849468000,1689849469000,6,4726096298027574158,1689849469216
1689849468000,1689849469000,3,4755570540088568491,1689849469225
1689849468000,1689849469000,8,4725663392885996354,1689849469237
1689849469000,1689849470000,10,4726164366177987849,1689849470167
1689849469000,1689849470000,5,4726156258840635468,1689849470169
1689849469000,1689849470000,9,4725677771432355916,1689849470185
1689849469000,1689849470000,11,4726242137149169361,1689849470198
1689849469000,1689849470000,4,4751163328684417934,1689849470211
1689849469000,1689849470000,3,4755570543614502381,1689849470227
1689849469000,1689849470000,6,4726096539005562728,1689849470231
1689849469000,1689849470000,8,4725663636133258733,1689849470242
1689849470000,1689849471000,8,4725663819529977856,1689849471154
1689849470000,1689849471000,5,4726156454875569266,1689849471180
1689849470000,1689849471000,10,4726164557199640955,1689849471185
1689849470000,1689849471000,9,4725677977662866015,1689849471198
1689849470000,1689849471000,11,4726242332592550950,1689849471208
1689849470000,1689849471000,4,4751163334897424915,1689849471227
1689849470000,1689849471000,3,4755570546742831787,1689849471232
1689849470000,1689849471000,6,4726096752001640524,1689849471247
1689849471000,1689849472000,8,4725664038649739492,1689849472156
1689849471000,1689849472000,6,4726096958973455019,1689849472157
