0.103,0.234,211.45,69.222,68,35.103,35.747,149.49,82.319,68.72,69.351,68.93,206.39,66.523,66.36,66.575,126.31,131.11,188.68,189.47,67.737,68.181,78.103,78.707,42.227,60.14,66.04,247.66,173.12,63.512,155.54,56.864,32.195,30.466,57.879,137.93,156.07,168.06,166.99,58.086,57.786,58.041,58.072,57.939,31.579,119.49,23.117,150.79,150.82,35.219,167.13,167.03,210.67,179.53,48.475,48.398,54.398,54.788,104.96,128.83,36.645,56.745,56.643,72.137,73.114,72.953,72.864,127.63,215.07,215.04,68.574,68.269,204.06,66.116,66.011,44.537,43.473,44.883,45.106,43.771,43.62,56.272,56.337,165.19,165.35,72.628,69.753,119.1,118.2,90.325,73.608,72.721,72.74,57.413,69.77,43.708,163.77,207.76,114.38,217.9,40.49,40.64,115.16,177.54,207.84,223,64.877,43.552,43.446,70.911,40.227,71.144,43.502,71.227,71.827,71.139,34.832,43.768,38.183,43.379,43.395,35.799,26.351,32.386,35.636,71.345,71.404,71.787,46.905,149.3,194.35,146.07,124.26,43.719,51.573,39.472,60.775,86.569,86.624,88.549,44.442,44.01,52.208,170.59,171.31,65.015,65.909,47.531,59.375,41.043,30.954,40.963,207.53,162.44,39.285,39.401,69.279,69.524,128.88,138.42,59.262,58.804,58.114,119.37,203,52.741,52.616,52.637,46.561
0.189,0.101,220.05,63.691,68.457,35.216,35.21,149.43,73.515,68.939,69.99,69.925,146.68,66.387,66.975,66.63,156.97,147.56,143.65,189.68,69.601,68.905,79.008,78.972,66.072,65.926,66.067,249.04,173.17,42.57,160.23,57.431,32.198,57.694,49.555,151.97,151.82,166.81,132.52,45.583,57.797,48.338,58.17,51.042,57.845,159.6,23.048,149.62,149.62,23.329,157.56,134.93,132.75,245.81,49.074,48.403,48.214,54.252,160.86,160.58,54.785,56.64,57.479,50.415,58.087,72.743,72.84,197.3,141.06,170.09,67.975,88.427,203.39,66.185,63.14,43.657,43.79,45.013,44.849,43.685,35.202,39.128,56.819,159.66,164.13,47.77,73.221,114.29,120.85,74.133,73.459,72.857,72.752,69.959,70.77,44.112,210.77,218.21,127.36,217.92,40.495,40.513,210.46,223.03,221.91,130.63,75.946,43.483,43.531,71.088,43.44,71.139,43.43,47.034,71.458,71.34,42.835,43.689,43.717,34.543,43.502,36.374,36.47,36.39,33.884,67.668,71.418,71.86,72.267,208.53,194.21,141.84,125.82,68.419,43.101,51.674,46.173,86.826,86.713,61.086,62.837,52.046,52.042,171.85,170.55,66.096,65.939,59.232,59.18,40.954,40.865,40.901,207.98,167.91,39.212,39.183,69.275,69.426,126.8,182.59,58.057,34.687,52.132,148.66,165.79,52.893,52.781,52.715,54.146
220.84,217.49,0.07,104.7,141.45,228.52,229.5,81.597,138.51,193.49,193.44,152.15,332.41,85.333,140.26,171.12,174.38,313.08,122.2,121,187,187.82,186.56,186.36,154.07,168.6,170.82,168.37,67.514,187.75,270.59,105.78,196.5,214.22,242.43,79.841,79.699,102.74,102.75,178.35,233.36,203.51,126.5,191.12,119.16,92.045,99.566,29.652,37.947,119.9,272.87,270.03,279.14,376.73,191.66,190.02,175.62,138.55,85.838,85.878,187.88,190.63,186.77,177,176.38,161.24,167.66,120.08,380.8,381.62,167.35,167.39,140.19,89.652,89.977,95.436,106.09,205.85,205.81,219.04,197.39,157.91,158.73,55.959,30.194,187.5,151.24,197.53,178.84,198.82,191.62,175.34,189.46,236.54,113.29,197.7,3.44,4.129,4.046,3.007,144.99,184.19,4.482,10.052,9.287,8.109,326.08,223.53,167.83,241.31,240.23,160.79,237.58,150.33,240.56,240.48,187.35,218.86,240.33,167.79,239.4,158.64,160.06,231.61,177.27,212.63,110.94,152.78,180.62,320.69,89.984,73.711,73.688,204.58,177.14,189.02,168.69,101.04,121.48,201.77,207.14,216.59,217.74,94.67,47.135,187.4,107.8,142.74,155.9,222.6,221.56,102.03,371.86,380.67,206.16,206.17,187.58,177.2,99.845,113.17,206.87,185.16,192.95,70.725,147.38,181.17,141.61,187.26,119.82
70.315,68.253,174.51,215.87,0.127,83.113,83.032,79.668,21.011,19.684,20.449,16.519,208.38,7.277,7.766,7.053,188.17,188.49,118.59,81.471,60.998,14.214,11.661,11.65,18.36,18.512,18.257,280.38,95.185,27.432,94.841,15.237,80.584,77.052,76.994,78.997,78.789,101.73,96.65,92.003,82.146,91.808,92.067,91.818,65.995,115.91,70.328,94.272,50.588,59.592,83.305,173.59,215.06,217.25,45.34,40.599,37.682,37.773,84.117,76.205,42.718,45.348,48.475,2.247,2.646,2.764,2.522,172.06,235.15,235.12,13.151,11.283,177.9,8.613,18.338,27.595,27.456,34.6,72.378,67.573,76.024,13.978,13.82,113.18,59.473,12.299,15.406,32.901,24.72,19.353,19.128,16.356,7.309,90.897,17.518,54.009,174.36,172.71,172.6,146.28,46.479,50.323,177.38,169.16,177.71,134.2,106.95,92.99,92.878,67.898,92.654,94.064,92.936,53.281,84.05,94.192,92.973,92.912,85.386,92.876,81.867,84.934,85.144,67.145,84.776,53.446,87.294,5.571,5.03,116.26,66.644,110.51,110.58,94.814,28.623,28.702,9.332,28.987,26.74,59.175,59.396,82.229,68.695,115.42,94.803,11.986,14.692,37.339,37.58,76.082,61.32,48.194,213.55,163.07,44.81,49.8,14.433,14.536,112.43,71.222,56.619,60.383,43.805,80.08,124.68,37.691,40.84,40.791,26.938
68.398,68.89,150.81,0.151,8.665,35.84,36.074,79.737,15.827,20.502,20.468,18.664,242.77,6.032,7.525,7.036,188.36,144.71,119.42,119.12,14.966,13.678,11.57,11.451,18.431,8.045,15.501,274.67,95.104,27.415,91.377,6.893,65.654,69.479,60.339,71.447,78.73,101.57,101.64,91.83,91.731,70.07,91.949,79.757,51.776,94.476,70.212,71.624,95.339,62.491,90.35,97.829,129.51,190.59,46.381,45.102,36.03,37.382,83.851,51.248,42.811,45.298,45.788,2.376,2.363,2.308,2.525,142.36,216.32,150.31,11.039,11.234,96.243,18.197,14.887,17.684,27.589,59.011,80.217,59.835,45.124,13.959,12.168,77.336,113.01,15.214,8.527,25.604,14.553,20.088,20.23,16.301,16.427,82.407,15.709,47.189,111.19,121.18,167,172.35,49.79,30.388,127.9,106.06,177.53,159.49,106.67,58.703,91.887,47.892,73.999,50.573,47.882,62.755,54.659,94.103,92.621,92.844,65.768,92.244,93.007,85.171,46.56,84.868,84.748,78.229,92.168,5.009,5.781,158.88,135.74,110.67,51.865,94.663,28.55,26.811,10.171,29.049,22.883,59.378,59.423,56.971,86.364,105.12,115.42,13.368,13.666,16.952,37.79,76.027,75.322,44.091,204.22,242.2,37.232,28.829,14.47,14.757,79.834,66.111,60.303,38.939,53.731,60.766,74.586,37.936,32.139,40.695,48.471
40.966,35.443,226.02,50.384,82.982,1.09,0.171,135.43,92.26,77.836,77.607,77.904,146.11,78.782,79.16,78.887,106.75,106.68,201.1,200.66,80.037,80.011,89.899,93.023,75.639,75.737,75.704,191.29,129.93,49.105,150.36,76.483,15.552,15.079,15.354,158.87,135.61,183.28,179.52,31.283,31.087,31.172,30,30.995,30.992,186.94,14.222,137.19,79.683,1.657,157.08,141.69,134.87,134.79,49.414,47.795,63.751,63.358,165.62,163.91,64.71,68.031,68.21,82.597,74.523,83.514,73.922,202.33,177.82,129.98,77.074,77.527,208.06,73.108,67.965,37.079,55.728,29.153,29.069,10.565,7.834,74.803,72.103,177.5,177.43,71.339,72.656,106.01,54.666,83.978,84.128,73.586,73.571,9.08,74.514,40.498,228.3,226.66,223.08,226.25,36.847,36.708,231.57,231.41,231.44,231.54,56.002,11.071,11.114,12.213,10.98,12.332,10.895,12.13,12.379,12.443,11.179,11.191,11.093,11.146,11.038,3.299,3.235,3.384,2.998,12.619,12.679,50.709,86.814,185.43,200.38,164.46,156.7,43.978,54.423,54.287,68.34,51.827,99.066,42.055,42.394,20.905,21.057,182,173.24,71.026,50.838,67.768,67.685,25.28,25.234,25.197,173,181.98,36.211,36.142,71.797,71.845,191.56,147.15,43.245,43.229,43.139,165.61,216.76,63.163,63.118,63.242,70.74
43.1,39.223,229.66,83.046,49.363,0.136,0.803,114.1,92.205,72.571,77.75,51.914,171.65,78.903,61.811,58.954,86.593,106.62,200.77,200.9,85.718,87.295,92.68,93.231,75.596,75.677,75.618,158.69,148.61,53.1,157.21,75.948,16.963,16.526,16.579,159.22,113.89,112.22,182.68,31.252,31.007,31.387,31.265,31.056,31.024,183.4,14.459,153.44,153.41,1.887,96.851,121.96,112.23,135.2,49.625,49.835,61.115,49.277,112.71,163.41,50.415,67.727,71.346,83.409,83.481,75.2,83.354,202.66,92.84,152,77.132,77.412,156.05,75.466,75.49,57.668,29.824,29.052,29.246,11.332,11.511,64.883,68.72,177.49,110.97,72.65,39.242,100.36,54.636,84.159,91.566,66.56,73.516,9.273,56.658,38.469,201.66,226.43,226.27,226.29,19.903,36.647,226.52,231.45,182.41,231.36,55.88,11.101,11.068,12.292,11.032,12.185,7.284,12.356,12.32,12.198,11.089,11.084,11.22,11.006,11.028,3.252,3.312,3.285,2.996,12.605,12.741,86.863,68.299,185.84,180.51,128.46,156.26,40.439,54.363,54.328,68.409,99.643,87.273,43.085,42.188,21.373,21.239,135.02,114.9,70.848,64.114,67.759,67.753,24.31,25.213,25.073,182.71,181.84,23.757,36.181,71.946,71.93,192.02,192.11,40.356,43.145,40.424,163.74,216.93,63.159,63.15,63.178,58.351
150.47,149.45,81.603,79.588,79.536,161.01,161.12,0.132,88.729,104.92,104.82,104.97,313.59,74.885,74.429,74.499,266.38,266.46,49.219,48.953,81.043,81.286,89.095,89.083,102.86,102.84,102.88,324.69,24.896,111.88,183.39,82.825,145.65,150.26,150.34,12.443,12.59,31.463,31.426,151.41,151.1,151.19,151.31,151.11,151.12,17.919,139.95,20.699,20.672,161.66,177.06,163.81,303.23,303.23,123.42,123.37,122.11,122.08,13.058,13.119,120.47,123.28,123.62,80.062,80.056,79.968,79.77,63.023,314.71,314.75,81.765,81.741,69.091,102.81,102.75,105.74,105.75,158.19,158.16,149.78,149.8,88.208,88.218,37.754,37.665,99.707,99.707,101.15,110.64,112.39,110.74,100.64,100.79,168.94,101.86,136.48,80.219,78.423,78.62,78.329,132.96,132.81,83.431,83.349,83.412,83.334,142.91,170.95,170.92,171.95,170.87,172.33,170.88,172.12,172.1,172.41,170.99,170.87,170.93,171.09,171.06,163.15,163.16,163.14,162.89,170.27,170.3,83.366,83.232,244.29,48.15,16.487,16.438,131.49,113.1,113.11,95.513,95.985,95.967,137.31,137.31,159.81,159.83,37.345,36.602,105.86,105.79,84.438,84.365,154.16,154.22,154.16,320.12,310.91,132.38,132.42,98.977,99.123,42.124,42.132,138.48,138.45,138.48,13.264,76.183,118.9,118.9,118.91,126.67
82.633,82.399,159.86,21.594,21.543,92.192,92.154,88.752,0.062,29.793,29.801,29.742,252.34,16.429,16.282,16.326,197.54,197.53,128.36,128.25,22.963,23.038,31.359,31.048,27.742,27.694,27.734,280.94,104.25,36.61,128.73,24.688,89.027,85.581,85.425,87.761,87.872,110.75,110.8,105.42,105.15,105.32,105.18,105.29,105.15,98.502,81.725,100.7,100.54,92.67,101.54,89.503,304.4,304.85,54.477,59.908,46.917,46.929,92.868,92.88,51.404,60.826,54.553,22.038,22.24,22.028,22.259,181.37,236.23,236.2,49.714,21.491,187.03,27.569,27.499,36.952,36.982,72.849,72.807,93.763,93.747,22.709,22.629,117.11,117.1,24.436,24.482,43.86,41.593,27.312,28.398,25.539,25.577,100.09,26.569,63.182,159.57,157.8,157.74,157.65,59.475,59.496,162.74,162.76,162.79,162.72,65.354,101.99,102.09,103.38,102,103.26,101.98,103.51,103.3,103.34,102.19,102.06,102.05,102.07,102.04,94.277,94.253,94.267,94.035,101.38,101.48,25.261,25.293,190.98,127.41,95.852,95.806,53.748,37.942,37.933,20.32,12.719,12.642,68.5,68.274,91.192,91.596,115.96,116.59,23.723,23.707,26.6,26.477,68.786,68.748,68.791,225.57,235.75,58.985,58.981,23.745,23.86,121.05,121.23,69.601,69.6,69.629,122.61,155.41,50.002,50.055,50.006,58.244
69.533,71.819,193.43,20.487,20.542,77.811,77.717,104.94,29.808,0.149,0.37,0.35,241.69,15.938,15.433,15.673,182.87,182.96,130.88,131.16,22.285,24.079,113.47,31.226,18.095,18.036,18.159,287.14,116.87,26.953,98.463,19.289,87.215,83.448,84.266,103.92,104.14,120.75,120.83,142.79,149.85,141.63,172.91,163.9,175,109.6,67.552,104.91,104.98,78.24,84.125,96.539,209.11,210.5,53.428,53.389,37.246,37.329,109.13,109.05,50.373,53.276,53.394,21.218,21.043,20.984,20.707,180.46,243.22,243.04,17.702,19.198,185.87,18.088,17.837,35.714,35.719,88.162,88.24,79.93,78.691,17.044,16.92,117.15,117.56,14.806,15.371,37.879,40.448,27.103,26.925,15.984,15.829,85.603,16.909,53.597,192.12,190.22,190.5,190.22,49.875,49.938,195.34,195.2,195.33,195.39,115.58,87.563,87.48,88.803,87.43,88.565,87.461,88.791,88.645,88.823,87.55,87.509,87.519,87.606,87.605,79.751,79.752,79.788,79.492,86.817,86.898,24.097,24.083,159.82,152.19,128.54,128.53,102.86,28.323,28.258,10.676,36.958,37.145,67.538,67.796,89.79,90.736,123.5,122.8,22.524,22.595,45.811,45.555,84.108,84.163,84.179,240.94,240.57,49.331,49.296,14.1,14.17,124.01,123.91,68.5,68.451,68.432,102.95,158.06,48.915,48.894,48.919,56.325
