1700214357.931469, 0
1700214359.226653, 0
1700214360.605742, 0
1700214361.970537, 0
1700214363.338152, 0
1700214364.910243, 0
1700214366.326799, 0
1700214367.800960, 0
1700214369.189556, 0
1700214371.272291, 0
1700214372.664880, 0
1700214373.967984, 0
1700214375.358420, 0
1700214376.845836, 0
1700214378.291570, 0
1700214379.622586, 0
1700214381.037153, 0
1700214382.673050, 0
1700214384.067969, 0
1700214385.503644, 0
1700214386.841595, 0
1700214388.514515, 0
1700214389.891490, 0
1700214391.312041, 0
1700214392.642672, 0
1700214394.163077, 0
1700214395.466691, 0
1700214396.805121, 0
1700214398.151513, 0
1700214399.525183, 0
1700214400.965733, 0
1700214402.355488, 1
1700214403.681341, 2
1700214405.056715, 3
1700214406.412199, 5
1700214407.682947, 6
1700214409.043966, 6
1700214410.406768, 6
1700214411.660853, 6
1700214413.009774, 6
1700214414.346874, 6
1700214415.705572, 6
1700214417.245476, 6
1700214418.720953, 6
1700214420.116828, 6
1700214421.443719, 6
1700214423.059661, 6
1700214424.387524, 6
1700214425.708209, 6
1700214427.170700, 6
1700214428.696154, 6
1700214430.103443, 6
1700214431.490900, 6
1700214432.877234, 6
1700214434.201907, 6
1700214435.543122, 6
1700214436.839417, 6
1700214438.179354, 6
1700214439.545259, 6
1700214440.856569, 6
1700214442.161462, 6
1700214443.559526, 6
1700214444.911600, 6
1700214446.322871, 6
1700214447.727829, 6
1700214449.075561, 6
1700214450.455359, 6
1700214452.010406, 6
1700214453.353868, 6
1700214454.729254, 6
1700214456.115757, 6
1700214457.670313, 7
1700214459.017340, 7
1700214460.416524, 7
1700214461.773220, 7
1700214463.204855, 7
1700214464.756827, 7
1700214466.080423, 7
1700214467.481622, 9
1700214469.074943, 9
1700214470.421633, 11
1700214471.801808, 11
1700214473.130099, 11
1700214474.743261, 12
1700214476.122495, 12
1700214477.382344, 12
1700214478.708620, 12
1700214480.047017, 12
1700214481.397811, 12
1700214482.747540, 12
1700214484.144456, 12
1700214485.527070, 12
1700214486.858524, 12
1700214488.157863, 12
1700214489.538715, 12
1700214490.938680, 12
1700214492.335360, 12
1700214493.725621, 12
1700214495.113205, 12
1700214496.471547, 12
1700214498.066318, 12
1700214499.425173, 12
1700214500.761798, 12
1700214502.108012, 12
1700214503.665486, 12
1700214505.102341, 12
1700214506.408260, 12
1700214507.686889, 13
1700214509.019788, 13
1700214510.485061, 13
1700214511.820337, 13
1700214513.166285, 13
1700214514.473074, 13
1700214515.819646, 13
1700214517.154350, 13
1700214518.498189, 13
1700214519.803841, 13
1700214521.178408, 13
1700214522.589245, 13
1700214523.969476, 13
1700214525.356194, 13
1700214526.791489, 13
1700214528.144966, 13
1700214529.537431, 14
1700214530.845444, 15
1700214532.443747, 16
1700214533.820265, 16
1700214535.173050, 16
1700214536.499857, 17
1700214537.831475, 17
1700214539.365060, 17
1700214540.608522, 18
1700214541.947824, 18
1700214543.248117, 18
1700214544.580557, 18
1700214545.941776, 18
1700214547.316539, 18
1700214548.688924, 18
1700214550.549249, 18
1700214551.972957, 18
1700214553.308831, 18
1700214554.608500, 18
1700214556.012718, 18
1700214557.411252, 18
1700214558.791940, 18
1700214560.157698, 18
1700214561.502619, 18
1700214562.865792, 18
1700214564.180225, 18
1700214565.548440, 18
1700214566.948569, 19
1700214568.407311, 19
1700214569.728289, 19
1700214571.029463, 19
1700214572.621737, 19
1700214574.009345, 19
1700214575.411568, 19
1700214576.798891, 19
1700214578.357104, 19
1700214579.821548, 19
1700214581.198578, 19
1700214582.576629, 19
1700214583.892989, 19
1700214585.434600, 19
1700214586.801986, 19
1700214588.120611, 19
1700214589.531554, 20
1700214590.938169, 20
1700214592.327869, 20
1700214593.626543, 20
1700214594.958366, 21
1700214596.329403, 22
1700214597.732357, 22
1700214599.073220, 22
1700214600.483298, 22
1700214601.869466, 23
1700214603.242935, 23
1700214604.617677, 23
1700214606.053876, 24
1700214607.630062, 24
1700214609.162467, 24
1700214610.505529, 24
1700214611.857491, 24
1700214613.213966, 24
1700214614.554827, 24
1700214615.953536, 24
1700214617.286410, 24
1700214618.661559, 24
1700214620.119413, 24
1700214621.506633, 24
1700214622.825605, 24
1700214624.189874, 25
1700214625.613636, 25
1700214627.036165, 25
1700214628.369185, 25
1700214629.710145, 25
1700214631.135827, 25
1700214632.479581, 25
1700214633.867972, 25
1700214635.271304, 25
1700214636.702120, 25
1700214638.073909, 25
1700214639.424905, 25
1700214640.751741, 25
1700214642.092919, 25
1700214643.404065, 25
1700214644.735198, 25
1700214646.112042, 25
1700214647.700500, 25
1700214649.010992, 25
1700214650.321977, 26
1700214651.698183, 26
1700214653.239176, 26
1700214654.663935, 26
1700214655.985785, 26
