WrappedNetworkMetrics$start:INTEGER(64 bits),WrappedNetworkMetrics$end:INTEGER(64 bits),WrappedNetworkMetrics$node_id:INTEGER(64 bits),WrappedNetworkMetrics$tBytes:INTEGER(64 bits),timestamp
1698839308000,1698839309000,8,16373610252,1698839309122
1698839308000,1698839309000,6,5847085396,1698839309127
1698839308000,1698839309000,7,26899731330,1698839309138
1698839308000,1698839309000,9,301207742,1698839309140
1698839308000,1698839309000,11,319110196,1698839309180
1698839308000,1698839309000,5,737890190,1698839309197
1698839308000,1698839309000,10,328363927,1698839309198
1698839308000,1698839309000,4,2131357681,1698839309202
1698839309000,1698839310000,6,5847086133,1698839310120
1698839309000,1698839310000,7,26899732166,1698839310136
1698839309000,1698839310000,11,319110913,1698839310156
1698839309000,1698839310000,4,2131358514,1698839310160
1698839309000,1698839310000,10,328364612,1698839310172
1698839309000,1698839310000,5,737891447,1698839310192
1698839309000,1698839310000,8,16373611072,1698839310212
1698839309000,1698839310000,9,301208480,1698839310236
1698839310000,1698839311000,6,5847087458,1698839311119
1698839310000,1698839311000,4,2131359854,1698839311123
1698839310000,1698839311000,11,319111898,1698839311124
1698839310000,1698839311000,7,26899733345,1698839311130
1698839310000,1698839311000,10,328365632,1698839311155
1698839310000,1698839311000,5,737893089,1698839311190
1698839310000,1698839311000,8,16373612259,1698839311211
1698839310000,1698839311000,9,301209661,1698839311225
1698839311000,1698839312000,6,5847088509,1698839312120
1698839311000,1698839312000,7,26899734394,1698839312125
1698839311000,1698839312000,10,328366725,1698839312127
1698839311000,1698839312000,5,737894151,1698839312192
1698839311000,1698839312000,4,2131360960,1698839312194
1698839311000,1698839312000,8,16373613318,1698839312208
1698839311000,1698839312000,9,301210779,1698839312209
1698839311000,1698839312000,11,319113008,1698839312210
1698839312000,1698839313000,7,26899735492,1698839313118
1698839312000,1698839313000,6,5847089607,1698839313120
1698839312000,1698839313000,4,2131362180,1698839313159
1698839312000,1698839313000,5,737895517,1698839313186
1698839312000,1698839313000,11,319113822,1698839313196
1698839312000,1698839313000,9,301211826,1698839313203
1698839312000,1698839313000,8,16373614365,1698839313209
1698839312000,1698839313000,10,328367693,1698839313216
1698839313000,1698839314000,6,5847090772,1698839314117
1698839313000,1698839314000,4,2131363349,1698839314123
1698839313000,1698839314000,11,319115000,1698839314171
1698839313000,1698839314000,5,737896738,1698839314178
1698839313000,1698839314000,9,301212927,1698839314195
1698839313000,1698839314000,8,16373615497,1698839314204
1698839313000,1698839314000,7,26899736649,1698839314207
1698839313000,1698839314000,10,328368939,1698839314209
1698839314000,1698839315000,11,319115824,1698839315161
1698839314000,1698839315000,5,737897919,1698839315166
1698839314000,1698839315000,9,301213722,1698839315176
1698839314000,1698839315000,10,328369766,1698839315190
1698839314000,1698839315000,7,26899737560,1698839315199
1698839314000,1698839315000,8,16373616365,1698839315201
1698839314000,1698839315000,4,2131364426,1698839315203
