grenoble,lille,paris,saclay,strasbourg,lille_20_m3-1,lille_20_m3-4,lille_20_m3-5,lille_20_m3-6,lille_20_m3-12,lille_20_m3-13,lille_20_m3-15,lille_20_m3-17,lille_20_m3-18,lille_20_m3-19,lille_20_m3-20,lille_20_m3-21,lille_20_m3-22,lille_20_m3-23,paris_m3-4,paris_m3-5,paris_m3-6,paris_m3-7,paris_m3-8,paris_m3-10,paris_m3-11,paris_m3-12,paris_m3-13,paris_m3-14,paris_m3-15,paris_m3-16,paris_m3-17,paris_m3-18,paris_m3-19,paris_m3-20,paris_m3-21,paris_m3-22,paris_m3-23,paris_m3-24,paris_m3-25,paris_m3-26,paris_m3-27,paris_m3-28,paris_m3-31,paris_m3-35,paris_m3-36,paris_m3-37,paris_m3-38,paris_m3-39,paris_m3-40,paris_m3-41,paris_m3-42,paris_m3-43,paris_m3-44,paris_m3-47,paris_m3-48,paris_m3-49,paris_m3-50,paris_m3-51,paris_m3-52,paris_m3-53,paris_m3-55,paris_m3-56,paris_m3-57,paris_m3-60,paris_m3-61,paris_m3-63,paris_m3-64,saclay_m3-1,saclay_m3-2,saclay_m3-3,saclay_m3-4,saclay_m3-5,saclay_m3-6,saclay_m3-7,saclay_m3-8,saclay_m3-9,saclay_m3-10,saclay_m3-11,saclay_m3-12,strasbourg_m3-2,strasbourg_m3-3,strasbourg_m3-6,strasbourg_m3-7,strasbourg_m3-12,strasbourg_m3-13,strasbourg_m3-14,strasbourg_m3-15,strasbourg_m3-18,strasbourg_m3-19,strasbourg_m3-23,strasbourg_m3-25,strasbourg_m3-28,strasbourg_m3-30,strasbourg_m3-31,strasbourg_m3-34,strasbourg_m3-35,strasbourg_m3-38,strasbourg_m3-40,strasbourg_m3-41,strasbourg_m3-42,strasbourg_m3-44,strasbourg_m3-45,strasbourg_m3-46,strasbourg_m3-47,strasbourg_m3-49,strasbourg_m3-51,strasbourg_m3-54,strasbourg_m3-55,strasbourg_m3-58,strasbourg_m3-59,strasbourg_m3-63
0.0,0.0,11.3,12.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.785,11.846,11.815000000000001,11.8,11.791,11.815000000000001,11.763,11.774000000000001,11.796000000000001,11.767000000000001,11.785,11.736,11.652000000000001,11.757000000000001,11.822000000000001,11.769,11.722000000000001,11.745000000000001,11.738000000000001,11.688,11.807,11.742,11.676,11.695,11.739,11.760000000000002,11.785,11.782,11.796000000000001,11.801,11.694,11.731,11.745000000000001,11.781,11.754000000000001,11.747,11.754000000000001,11.727,11.743,11.707,11.789000000000001,11.665000000000001,11.773000000000001,11.693000000000001,11.773000000000001,11.823,11.774000000000001,11.758000000000001,11.772,12.557,12.477,12.424,12.445,12.518,12.45,12.423,12.435,12.458,12.486,12.466,12.543,13.457,13.428,13.412,13.455,13.375,13.371,13.374,13.398000000000001,13.381,13.384,13.342,13.377,13.365,13.366000000000001,13.389000000000001,13.329,13.381,13.346,13.354000000000001,13.357000000000001,13.355,13.376000000000001,13.354000000000001,13.367,13.383000000000001,13.364,13.361,13.356000000000002,13.357000000000001,13.392000000000001,13.334000000000001,13.367
0.0,0.0,6.54,7.13,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025,7.086,7.055,7.04,7.031,7.055,7.003,7.014,7.036,7.007,7.025,6.976,6.892,6.997,7.062,7.009,6.962,6.985,6.978,6.928,7.047,6.982,6.916,6.9350000000000005,6.979,7.0,7.025,7.022,7.036,7.041,6.934,6.971,6.985,7.021,6.994,6.987,6.994,6.967,6.983,6.947,7.029,6.905,7.013,6.933,7.013,7.063,7.014,6.998,7.0120000000000005,7.687,7.607,7.554,7.575,7.648,7.58,7.553,7.5649999999999995,7.588,7.616,7.596,7.673,18.357,18.328,18.311999999999998,18.355,18.275,18.271,18.274,18.298,18.281,18.284,18.242,18.277,18.265,18.266,18.288999999999998,18.229,18.281,18.246,18.253999999999998,18.256999999999998,18.255,18.276,18.253999999999998,18.267,18.282999999999998,18.264,18.261,18.256,18.256999999999998,18.291999999999998,18.233999999999998,18.267
11.3,6.54,0.0,3.54,13.7,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,6.54,0.485,0.546,0.515,0.5,0.491,0.515,0.463,0.474,0.496,0.467,0.485,0.436,0.352,0.457,0.522,0.469,0.422,0.445,0.438,0.388,0.507,0.442,0.376,0.395,0.439,0.46,0.485,0.482,0.496,0.501,0.394,0.431,0.445,0.481,0.454,0.447,0.454,0.427,0.443,0.407,0.489,0.365,0.473,0.393,0.473,0.523,0.474,0.458,0.472,4.097,4.017,3.964,3.985,4.058,3.99,3.963,3.975,3.998,4.026,4.006,4.083,14.357,14.328,14.312,14.354999999999999,14.274999999999999,14.270999999999999,14.274,14.298,14.280999999999999,14.283999999999999,14.241999999999999,14.277,14.264999999999999,14.266,14.289,14.229,14.280999999999999,14.245999999999999,14.254,14.257,14.254999999999999,14.276,14.254,14.267,14.283,14.264,14.261,14.256,14.257,14.292,14.234,14.267
12.0,7.13,3.54,0.0,14.8,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,4.025,4.086,4.055,4.04,4.031,4.055,4.003,4.014,4.036,4.007,4.025,3.976,3.892,3.997,4.062,4.009,3.962,3.985,3.978,3.928,4.047,3.982,3.916,3.935,3.979,4.0,4.025,4.022,4.036,4.041,3.934,3.971,3.985,4.021,3.994,3.987,3.994,3.967,3.983,3.947,4.029,3.9050000000000002,4.013,3.933,4.013,4.063,4.014,3.998,4.0120000000000005,0.557,0.477,0.424,0.445,0.518,0.45,0.423,0.435,0.458,0.486,0.466,0.543,15.457,15.428,15.412,15.455,15.375,15.371,15.374,15.398000000000001,15.381,15.384,15.342,15.377,15.365,15.366000000000001,15.389000000000001,15.329,15.381,15.346,15.354000000000001,15.357000000000001,15.355,15.376000000000001,15.354000000000001,15.367,15.383000000000001,15.364,15.361,15.356000000000002,15.357000000000001,15.392000000000001,15.334000000000001,15.367
12.8,17.7,13.7,14.8,0.0,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,14.184999999999999,14.245999999999999,14.215,14.2,14.190999999999999,14.215,14.162999999999998,14.174,14.196,14.167,14.184999999999999,14.136,14.052,14.157,14.222,14.168999999999999,14.122,14.145,14.138,14.088,14.206999999999999,14.142,14.075999999999999,14.094999999999999,14.139,14.16,14.184999999999999,14.181999999999999,14.196,14.200999999999999,14.094,14.130999999999998,14.145,14.181,14.154,14.146999999999998,14.154,14.126999999999999,14.142999999999999,14.107,14.189,14.065,14.173,14.093,14.173,14.222999999999999,14.174,14.158,14.171999999999999,15.357000000000001,15.277000000000001,15.224,15.245000000000001,15.318000000000001,15.25,15.223,15.235000000000001,15.258000000000001,15.286000000000001,15.266,15.343,0.657,0.628,0.612,0.655,0.575,0.571,0.574,0.598,0.581,0.584,0.542,0.577,0.565,0.566,0.589,0.529,0.581,0.546,0.554,0.557,0.555,0.576,0.554,0.567,0.583,0.564,0.561,0.556,0.557,0.592,0.534,0.567
0.0,0.0,6.54,7.13,17.7,0.0,31.166,24.416,7.927,8.562,7.601,9.2,6.649,7.281,12.261,12.582,17.654,7.281,7.92,7.025,7.086,7.055,7.04,7.031,7.055,7.003,7.014,7.036,7.007,7.025,6.976,6.892,6.997,7.062,7.009,6.962,6.985,6.978,6.928,7.047,6.982,6.916,6.9350000000000005,6.979,7.0,7.025,7.022,7.036,7.041,6.934,6.971,6.985,7.021,6.994,6.987,6.994,6.967,6.983,6.947,7.029,6.905,7.013,6.933,7.013,7.063,7.014,6.998,7.0120000000000005,7.687,7.607,7.554,7.575,7.648,7.58,7.553,7.5649999999999995,7.588,7.616,7.596,7.673,18.357,18.328,18.311999999999998,18.355,18.275,18.271,18.274,18.298,18.281,18.284,18.242,18.277,18.265,18.266,18.288999999999998,18.229,18.281,18.246,18.253999999999998,18.256999999999998,18.255,18.276,18.253999999999998,18.267,18.282999999999998,18.264,18.261,18.256,18.256999999999998,18.291999999999998,18.233999999999998,18.267
0.0,0.0,6.54,7.13,17.7,31.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025,7.086,7.055,7.04,7.031,7.055,7.003,7.014,7.036,7.007,7.025,6.976,6.892,6.997,7.062,7.009,6.962,6.985,6.978,6.928,7.047,6.982,6.916,6.9350000000000005,6.979,7.0,7.025,7.022,7.036,7.041,6.934,6.971,6.985,7.021,6.994,6.987,6.994,6.967,6.983,6.947,7.029,6.905,7.013,6.933,7.013,7.063,7.014,6.998,7.0120000000000005,7.687,7.607,7.554,7.575,7.648,7.58,7.553,7.5649999999999995,7.588,7.616,7.596,7.673,18.357,18.328,18.311999999999998,18.355,18.275,18.271,18.274,18.298,18.281,18.284,18.242,18.277,18.265,18.266,18.288999999999998,18.229,18.281,18.246,18.253999999999998,18.256999999999998,18.255,18.276,18.253999999999998,18.267,18.282999999999998,18.264,18.261,18.256,18.256999999999998,18.291999999999998,18.233999999999998,18.267
0.0,0.0,6.54,7.13,17.7,24.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025,7.086,7.055,7.04,7.031,7.055,7.003,7.014,7.036,7.007,7.025,6.976,6.892,6.997,7.062,7.009,6.962,6.985,6.978,6.928,7.047,6.982,6.916,6.9350000000000005,6.979,7.0,7.025,7.022,7.036,7.041,6.934,6.971,6.985,7.021,6.994,6.987,6.994,6.967,6.983,6.947,7.029,6.905,7.013,6.933,7.013,7.063,7.014,6.998,7.0120000000000005,7.687,7.607,7.554,7.575,7.648,7.58,7.553,7.5649999999999995,7.588,7.616,7.596,7.673,18.357,18.328,18.311999999999998,18.355,18.275,18.271,18.274,18.298,18.281,18.284,18.242,18.277,18.265,18.266,18.288999999999998,18.229,18.281,18.246,18.253999999999998,18.256999999999998,18.255,18.276,18.253999999999998,18.267,18.282999999999998,18.264,18.261,18.256,18.256999999999998,18.291999999999998,18.233999999999998,18.267
0.0,0.0,6.54,7.13,17.7,7.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025,7.086,7.055,7.04,7.031,7.055,7.003,7.014,7.036,7.007,7.025,6.976,6.892,6.997,7.062,7.009,6.962,6.985,6.978,6.928,7.047,6.982,6.916,6.9350000000000005,6.979,7.0,7.025,7.022,7.036,7.041,6.934,6.971,6.985,7.021,6.994,6.987,6.994,6.967,6.983,6.947,7.029,6.905,7.013,6.933,7.013,7.063,7.014,6.998,7.0120000000000005,7.687,7.607,7.554,7.575,7.648,7.58,7.553,7.5649999999999995,7.588,7.616,7.596,7.673,18.357,18.328,18.311999999999998,18.355,18.275,18.271,18.274,18.298,18.281,18.284,18.242,18.277,18.265,18.266,18.288999999999998,18.229,18.281,18.246,18.253999999999998,18.256999999999998,18.255,18.276,18.253999999999998,18.267,18.282999999999998,18.264,18.261,18.256,18.256999999999998,18.291999999999998,18.233999999999998,18.267
0.0,0.0,6.54,7.13,17.7,8.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025,7.086,7.055,7.04,7.031,7.055,7.003,7.014,7.036,7.007,7.025,6.976,6.892,6.997,7.062,7.009,6.962,6.985,6.978,6.928,7.047,6.982,6.916,6.9350000000000005,6.979,7.0,7.025,7.022,7.036,7.041,6.934,6.971,6.985,7.021,6.994,6.987,6.994,6.967,6.983,6.947,7.029,6.905,7.013,6.933,7.013,7.063,7.014,6.998,7.0120000000000005,7.687,7.607,7.554,7.575,7.648,7.58,7.553,7.5649999999999995,7.588,7.616,7.596,7.673,18.357,18.328,18.311999999999998,18.355,18.275,18.271,18.274,18.298,18.281,18.284,18.242,18.277,18.265,18.266,18.288999999999998,18.229,18.281,18.246,18.253999999999998,18.256999999999998,18.255,18.276,18.253999999999998,18.267,18.282999999999998,18.264,18.261,18.256,18.256999999999998,18.291999999999998,18.233999999999998,18.267
