grenoble,lille,paris,saclay,strasbourg,lille_20_m3-1,lille_20_m3-5,lille_20_m3-12,lille_20_m3-17,lille_20_m3-18,lille_20_m3-20,lille_20_m3-21,lille_20_m3-22,lille_20_m3-23,paris_m3-4,paris_m3-5,paris_m3-6,paris_m3-7,paris_m3-8,paris_m3-10,paris_m3-11,paris_m3-12,paris_m3-13,paris_m3-14,paris_m3-15,paris_m3-16,paris_m3-17,paris_m3-18,paris_m3-19,paris_m3-20,paris_m3-21,paris_m3-22,paris_m3-23,paris_m3-24,paris_m3-25,paris_m3-26,paris_m3-27,paris_m3-28,paris_m3-31,paris_m3-35,paris_m3-36,paris_m3-37,paris_m3-38,paris_m3-39,paris_m3-40,paris_m3-41,paris_m3-42,paris_m3-43,paris_m3-44,paris_m3-47,paris_m3-48,paris_m3-49,paris_m3-50,paris_m3-51,paris_m3-52,paris_m3-53,paris_m3-55,paris_m3-56,paris_m3-57,paris_m3-60,paris_m3-61,paris_m3-63,paris_m3-64,saclay_m3-1,saclay_m3-2,saclay_m3-3,saclay_m3-4,saclay_m3-5,saclay_m3-6,saclay_m3-7,saclay_m3-8,saclay_m3-9,saclay_m3-10,saclay_m3-11,saclay_m3-12,strasbourg_m3-2,strasbourg_m3-3,strasbourg_m3-6,strasbourg_m3-7,strasbourg_m3-12,strasbourg_m3-13,strasbourg_m3-14,strasbourg_m3-15,strasbourg_m3-18,strasbourg_m3-19,strasbourg_m3-23,strasbourg_m3-25,strasbourg_m3-28,strasbourg_m3-30,strasbourg_m3-31,strasbourg_m3-34,strasbourg_m3-35,strasbourg_m3-38,strasbourg_m3-40,strasbourg_m3-41,strasbourg_m3-42,strasbourg_m3-44,strasbourg_m3-45,strasbourg_m3-46,strasbourg_m3-47,strasbourg_m3-49,strasbourg_m3-51,strasbourg_m3-54,strasbourg_m3-55,strasbourg_m3-58,strasbourg_m3-59,strasbourg_m3-63
0.0,0.0,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.078,37.388,7.92,6.013,9.787,7.28,9.519,10.202,14.441,15.867,8.239,9.849,8.24,6.959,0.0,10.363,9.201,7.281,20.347,15.103,8.88,8.245,7.92,6.326,7.608,13.812,9.2,7.28,8.317,7.606,6.966,8.111,6.64,14.399,6.109,20.026,9.519,6.326,8.357,15.91,8.24,9.2,7.281,22.594,7.28,8.56,9.52,10.479,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.512,11.268,8.561,9.201,9.2,9.201,7.597,6.653,7.281,9.795,6.959,8.241,9.84,6.96,10.363,0.0,7.606,7.92,10.152,8.789,7.289,6.96,8.561,6.966,8.249,7.606,9.521,6.96,8.167,8.24,7.937,11.254,6.966,11.721,11.077,11.253,8.24,6.968,9.088,8.56,7.609,8.88,8.24,16.637,9.841,8.239,10.48,8.559,9.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.106,12.532,11.649,27.27,48.603,8.165,15.22,22.814,7.922,8.568,8.879,8.889,7.605,9.2,9.201,7.606,0.0,8.249,7.745,9.201,9.199,17.918,8.24,10.16,7.697,8.312,7.28,7.599,8.373,9.519,8.88,8.993,7.925,21.954,7.279,26.244,10.159,8.879,27.93,16.509,9.52,8.559,9.839,9.523,9.519,8.879,9.2,8.88,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.817,8.345,9.201,7.602,9.209,7.601,9.201,9.52,8.561,8.881,9.519,7.921,8.246,7.287,7.281,7.92,8.249,0.0,11.386,6.646,8.246,20.939,9.52,10.16,7.287,6.013,8.88,8.246,7.799,8.56,8.88,7.897,9.52,11.519,9.2,12.261,10.48,9.52,6.646,23.689,7.295,9.52,8.246,9.792,7.92,7.28,8.561,7.926,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.697,54.037,11.519,12.532,9.013,9.53,22.08,25.918,17.785,12.86,17.901,13.101,8.56,12.408,20.347,10.152,7.745,11.386,0.0,8.881,10.48,9.51,7.6,8.559,6.966,8.854,8.246,6.325,8.245,9.199,7.607,8.559,6.326,14.772,8.88,32.124,8.88,7.926,7.919,11.894,8.239,7.286,9.519,6.64,7.919,7.285,9.199,8.568,7.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.571,12.377,15.996,39.707,12.592,13.947,9.723,11.481,12.549,13.771,10.151,9.819,11.252,7.715,15.103,8.789,9.201,6.646,8.881,0.0,7.926,9.456,7.599,6.333,7.599,6.966,7.818,7.615,27.91,10.159,7.6,7.877,8.879,6.966,8.879,18.079,10.159,7.6,7.601,9.199,9.519,6.646,7.601,6.959,7.599,6.326,7.28,7.279,6.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.122,46.477,6.966,8.24,17.012,47.571,8.247,12.852,6.64,7.601,8.879,10.159,9.519,8.56,8.88,7.289,9.199,8.246,10.48,7.926,0.0,12.033,8.56,10.247,8.88,9.839,8.053,6.327,38.213,7.927,7.287,6.959,7.926,24.132,9.201,8.883,9.677,14.152,8.56,10.295,8.879,7.285,6.326,7.6,7.92,6.645,8.24,7.599,8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.969,7.925,13.982,30.452,16.636,21.804,8.56,23.006,10.927,13.812,44.478,12.536,12.8,25.464,8.245,6.96,17.918,20.939,9.51,9.456,12.033,0.0,6.646,10.122,10.293,8.559,9.781,32.458,6.974,13.039,6.326,8.898,12.778,10.425,14.627,36.059,7.734,54.072,6.014,9.52,24.824,7.285,22.14,14.718,17.107,9.519,7.279,8.239,7.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.137,8.793,9.707,8.24,9.841,6.663,9.529,6.012,7.92,8.889,8.559,9.199,8.246,9.2,7.92,8.561,8.24,9.52,7.6,7.599,8.56,6.646,0.0,26.022,10.826,9.521,8.224,10.114,14.337,45.885,10.481,45.245,54.267,18.793,37.127,15.866,9.332,12.711,11.385,6.965,8.254,7.926,7.925,10.679,7.6,7.6,8.88,6.967,6.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06,14.15,10.736,6.645,8.246,6.96,7.92,9.84,8.56,7.599,8.56,6.645,8.241,8.246,6.326,6.966,10.16,10.16,8.559,6.333,10.247,10.122,26.022,0.0,9.059,8.625,8.24,21.455,11.26,8.832,17.153,14.485,8.758,12.858,30.217,8.889,11.253,8.88,25.585,8.245,8.559,8.785,8.723,9.972,7.279,7.918,7.925,14.008,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.212,7.6,28.322,29.299,30.365,6.965,6.96,7.69,8.88,7.92,7.286,7.605,16.651,8.56,7.608,8.249,7.697,7.287,6.966,7.599,8.88,10.293,10.826,9.059,0.0,18.71,22.007,8.704,11.506,83.606,7.287,10.496,7.602,22.351,8.543,9.654,7.606,14.133,20.472,6.327,10.488,7.279,9.652,9.745,10.655,8.88,7.92,12.533,8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.395,24.845,32.175,19.199,8.373,10.16,9.529,13.492,8.246,13.493,13.494,12.853,7.6,9.637,13.812,7.606,8.312,6.013,8.854,6.966,9.839,8.559,9.521,8.625,18.71,0.0,11.894,8.694,12.561,13.495,7.697,8.699,8.282,40.131,9.021,8.397,21.99,19.387,13.188,7.61,8.88,7.28,26.789,9.2,19.67,7.601,7.616,7.605,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.566,9.201,8.182,8.693,8.881,8.56,15.093,7.606,7.599,9.888,8.912,10.992,8.804,8.246,9.2,9.521,7.28,8.88,8.246,7.818,8.053,9.781,8.224,8.24,22.007,11.894,0.0,28.528,17.309,7.927,9.637,12.212,7.59,7.92,27.416,20.353,7.286,14.454,9.012,7.926,9.199,8.245,15.149,8.56,23.678,6.966,8.239,7.599,17.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.027,10.638,13.326,33.292,26.886,29.759,25.919,14.811,9.764,8.56,9.209,9.84,8.559,6.966,7.28,6.96,7.599,8.246,6.325,7.615,6.327,32.458,10.114,21.455,8.704,8.694,28.528,0.0,32.693,8.659,36.186,13.173,11.845,9.43,25.598,12.534,10.884,8.241,11.942,9.959,6.326,9.233,8.246,7.926,11.26,9.84,6.646,7.6,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.813,13.69,8.88,31.888,22.817,7.941,10.37,11.253,10.482,38.244,22.559,10.16,26.878,9.201,8.317,8.167,8.373,7.799,8.245,27.91,38.213,6.974,14.337,11.26,11.506,12.561,17.309,32.693,0.0,23.882,8.241,7.919,7.92,24.824,24.916,16.56,15.411,24.914,7.279,9.786,6.044,7.695,7.925,11.572,15.505,7.285,7.919,6.646,7.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.222,24.15,8.694,9.423,7.606,6.96,8.881,8.56,9.84,9.201,7.6,7.919,8.239,6.96,7.606,8.24,9.519,8.56,9.199,10.159,7.927,13.039,45.885,8.832,83.606,13.495,7.927,8.659,23.882,0.0,13.174,10.933,6.96,11.111,8.226,9.035,10.437,6.327,8.559,20.88,7.745,8.88,8.33,10.48,9.841,16.786,6.645,8.239,9.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.159,9.655,10.738,9.973,32.611,11.31,8.879,12.533,14.133,9.5,24.372,7.107,10.32,8.272,6.966,7.937,8.88,8.88,7.607,7.6,7.287,6.326,10.481,17.153,7.287,7.697,9.637,36.186,8.241,13.174,0.0,9.529,6.96,8.24,15.84,8.906,19.978,8.74,8.559,14.906,6.012,8.56,6.966,8.361,9.52,9.334,8.241,6.647,9.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.291,23.263,10.106,6.645,6.64,10.064,23.226,24.704,22.28,9.067,11.095,10.529,24.708,12.218,8.111,11.254,8.993,7.897,8.559,7.877,6.959,8.898,45.245,14.485,10.496,8.699,12.212,13.173,7.919,10.933,9.529,0.0,8.24,8.246,10.007,22.938,19.317,28.865,8.56,11.622,9.61,7.927,8.245,9.52,9.52,7.92,7.279,8.239,8.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,9.333,9.99,19.967,51.309,26.223,9.52,6.326,7.285,7.6,8.559,9.2,9.84,8.88,6.64,6.966,7.925,9.52,6.326,8.879,7.926,12.778,54.267,8.758,7.602,8.282,7.59,11.845,7.92,6.96,6.96,8.24,0.0,31.171,11.892,12.969,16.186,8.245,9.199,8.561,7.925,8.246,9.2,9.519,8.24,9.323,7.606,8.239,7.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.52,44.703,10.879,12.853,13.92,52.144,12.666,18.106,8.249,7.599,8.559,29.683,30.078,7.28,14.399,11.721,21.954,11.519,14.772,6.966,24.132,10.425,18.793,12.858,22.351,40.131,7.92,9.43,24.824,11.111,8.24,8.246,31.171,0.0,18.008,12.591,17.516,13.494,6.966,7.28,12.212,7.279,11.393,8.559,8.239,8.641,8.559,9.208,6.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.326,34.345,52.975,13.812,17.919,18.583,11.892,8.272,15.093,17.785,10.402,7.484,12.708,68.471,6.109,11.077,7.279,9.2,8.88,8.879,9.201,14.627,37.127,30.217,8.543,9.021,27.416,25.598,24.916,8.226,15.84,10.007,11.892,18.008,0.0,9.571,6.64,26.372,23.226,10.16,6.965,7.92,7.925,9.209,7.286,8.56,8.559,9.199,6.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.068,8.929,9.631,18.335,8.429,6.639,6.993,15.115,8.955,42.427,20.479,13.896,6.959,19.065,20.026,11.253,26.244,12.261,32.124,18.079,8.883,36.059,15.866,8.889,9.654,8.397,20.353,12.534,16.56,9.035,8.906,22.938,12.969,12.591,9.571,0.0,31.268,7.926,7.289,8.88,7.935,8.642,8.56,7.986,8.24,8.24,9.841,7.6,8.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.134,11.252,14.265,42.8,23.347,16.505,8.239,8.559,8.879,11.026,10.159,7.6,7.601,8.879,9.519,8.24,10.159,10.48,8.88,10.159,9.677,7.734,9.332,11.253,7.606,21.99,7.286,10.884,15.411,10.437,19.978,19.317,16.186,17.516,6.64,31.268,0.0,11.573,8.562,7.6,8.568,9.484,6.646,7.351,8.249,8.239,7.279,8.559,8.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.029,17.869,8.559,7.92,8.569,8.56,9.52,8.56,8.24,9.2,7.28,8.245,9.519,8.24,6.326,6.968,8.879,9.52,7.926,7.6,14.152,54.072,12.711,8.88,14.133,19.387,14.454,8.241,24.914,6.327,8.74,28.865,8.245,13.494,26.372,7.926,11.573,0.0,7.919,8.245,6.645,6.646,8.165,7.606,7.92,6.967,9.2,6.959,9.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.039,27.518,9.026,7.286,31.624,21.397,9.653,16.825,10.005,33.536,8.372,14.227,8.739,13.759,8.357,9.088,27.93,6.646,7.919,7.601,8.56,6.014,11.385,25.585,20.472,13.188,9.012,11.942,7.279,8.559,8.559,8.56,9.199,6.966,23.226,7.289,8.562,7.919,0.0,6.647,8.345,8.56,8.24,6.711,7.926,10.16,7.6,7.92,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.751,7.601,8.246,7.854,6.327,7.92,9.653,10.054,8.88,9.472,9.2,7.279,7.661,17.116,15.91,8.56,16.509,23.689,11.894,9.199,10.295,9.52,6.965,8.245,6.327,7.61,7.926,9.959,9.786,20.88,14.906,11.622,8.561,7.28,10.16,8.88,7.6,8.245,6.647,0.0,8.379,8.24,7.919,8.24,6.012,9.839,8.879,8.879,7.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.895,7.6,7.098,11.572,14.332,7.921,10.932,25.09,9.523,8.072,7.736,8.56,10.159,7.6,8.24,7.609,9.52,7.295,8.239,9.519,8.879,24.824,8.254,8.559,10.488,8.88,9.199,6.326,6.044,7.745,6.012,9.61,7.925,12.212,6.965,7.935,8.568,6.645,8.345,8.379,0.0,8.593,9.145,6.408,6.965,9.52,8.241,9.52,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.188,13.741,27.192,31.427,10.28,10.384,14.131,8.24,6.96,9.201,7.428,8.245,10.241,9.47,9.2,8.88,8.559,9.52,7.286,6.646,7.285,7.285,7.926,8.785,7.279,7.28,8.245,9.233,7.695,8.88,8.56,7.927,8.246,7.279,7.92,8.642,9.484,6.646,8.56,8.24,8.593,0.0,8.437,9.529,6.643,6.96,8.561,8.239,8.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.31,11.256,8.56,18.888,8.88,8.88,9.52,7.279,7.919,8.246,9.52,8.239,8.879,6.646,7.281,8.24,9.839,8.246,9.519,7.601,6.326,22.14,7.925,8.723,9.652,26.789,15.149,8.246,7.925,8.33,6.966,8.245,9.2,11.393,7.925,8.56,6.646,8.165,8.24,7.919,9.145,8.437,0.0,8.881,7.032,9.748,6.641,8.24,9.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.456,30.193,13.558,20.986,15.618,15.359,11.627,9.519,14.586,9.611,19.198,11.524,18.673,14.115,22.594,16.637,9.523,9.792,6.64,6.959,7.6,14.718,10.679,9.972,9.745,9.2,8.56,7.926,11.572,10.48,8.361,9.52,9.519,8.559,9.209,7.986,7.351,7.606,6.711,8.24,6.408,9.529,8.881,0.0,8.24,8.109,8.88,10.16,7.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
