wrapped_network$start:INTEGER,wrapped_network$end:INTEGER,wrapped_network$node_id:INTEGER,wrapped_network$tBytes:INTEGER
1689846721000,1689846722000,4,4751156111088951842,1689846722250
1689846721000,1689846722000,10,4725942085537904868,1689846722253
1689846721000,1689846722000,8,4725435869566494310,1689846722258
1689846721000,1689846722000,5,4725928006591114991,1689846722336
1689846721000,1689846722000,9,4725448648739112732,1689846722404
1689846721000,1689846722000,3,4755566920395361849,1689846722425
1689846721000,1689846722000,6,4725867274635068484,1689846722455
1689846721000,1689846722000,11,4726018368597451662,1689846722622
1689846722000,1689846723000,9,4725448808592426780,1689846723215
1689846722000,1689846723000,4,4751156115686701284,1689846723220
1689846722000,1689846723000,10,4725942225997999976,1689846723235
1689846722000,1689846723000,8,4725436003828464450,1689846723253
1689846722000,1689846723000,5,4725928168321240269,1689846723293
1689846722000,1689846723000,6,4725867425198030241,1689846723295
1689846722000,1689846723000,3,4755566923018005769,1689846723380
1689846722000,1689846723000,11,4726018520365390355,1689846723408
1689846723000,1689846724000,10,4725942406374198841,1689846724214
1689846723000,1689846724000,11,4726018745045867027,1689846724230
1689846723000,1689846724000,3,4755566926083420615,1689846724249
1689846723000,1689846724000,5,4725928370764076373,1689846724269
1689846723000,1689846724000,9,4725449017635792486,1689846724290
1689846723000,1689846724000,8,4725436191186470684,1689846724321
1689846723000,1689846724000,6,4725867627593393038,1689846724438
1689846723000,1689846724000,4,4751156121831892582,1689846724440
1689846724000,1689846725000,8,4725436355623692971,1689846725217
1689846724000,1689846725000,5,4725928549087241102,1689846725220
1689846724000,1689846725000,3,4755566928588507515,1689846725256
1689846724000,1689846725000,9,4725449182660962987,1689846725263
1689846724000,1689846725000,10,4725942598532228710,1689846725284
1689846724000,1689846725000,4,4751156127686605028,1689846725293
1689846724000,1689846725000,6,4725867808106295144,1689846725298
1689846724000,1689846725000,11,4726018975387597756,1689846725305
1689846725000,1689846726000,5,4725928721057433372,1689846726202
1689846725000,1689846726000,8,4725436514159063495,1689846726221
1689846725000,1689846726000,3,4755566931335776635,1689846726226
1689846725000,1689846726000,11,4726019149881331864,1689846726304
1689846725000,1689846726000,9,4725449332943807374,1689846726337
1689846725000,1689846726000,4,4751156133993440142,1689846726339
1689846725000,1689846726000,10,4725942784870677314,1689846726404
1689846725000,1689846726000,6,4725867999948167699,1689846726423
