wrapped_network$start:INTEGER,wrapped_network$end:INTEGER,wrapped_network$node_id:INTEGER,wrapped_network$tBytes:INTEGER
1689845690000,1689845691000,8,4725356144643189419,1689845691325
1689845690000,1689845691000,5,4725847132509044736,1689845691375
1689845690000,1689845691000,6,4725786984243527680,1689845691375
1689845691000,1689845692000,8,4725356257447597397,1689845692259
1689845691000,1689845692000,9,4725368854927813291,1689845692259
1689845691000,1689845692000,10,4725862602290272180,1689845692259
1689845691000,1689845692000,11,4725939571161398082,1689845692259
1689845691000,1689845692000,3,4755565633251738814,1689845692313
1689845691000,1689845692000,4,4751153575826030592,1689845692313
1689845691000,1689845692000,5,4725847224741479007,1689845692313
1689845691000,1689845692000,6,4725787097901088161,1689845692313
1689845692000,1689845693000,8,4725356424072071547,1689845693273
1689845692000,1689845693000,9,4725369036464746951,1689845693273
1689845692000,1689845693000,10,4725862780357429020,1689845693273
1689845692000,1689845693000,11,4725939763927881652,1689845693273
1689845692000,1689845693000,3,4755565635680163157,1689845693320
1689845692000,1689845693000,4,4751153580524000597,1689845693320
1689845692000,1689845693000,5,4725847393153161626,1689845693320
1689845692000,1689845693000,6,4725787261669085943,1689845693320
1689845693000,1689845694000,8,4725356584303183644,1689845694251
1689845693000,1689845694000,9,4725369200332662374,1689845694251
1689845693000,1689845694000,10,4725862940178431393,1689845694251
1689845693000,1689845694000,11,4725939912954298975,1689845694251
1689845693000,1689845694000,3,4755565638551898249,1689845694314
1689845693000,1689845694000,4,4751153585729908584,1689845694314
1689845693000,1689845694000,5,4725847567836788964,1689845694314
1689845693000,1689845694000,6,4725787416295986517,1689845694314
1689845694000,1689845695000,8,4725356780527016467,1689845695242
1689845694000,1689845695000,9,4725369395857568806,1689845695242
1689845694000,1689845695000,10,4725863129783341815,1689845695242
1689845694000,1689845695000,11,4725940101241887251,1689845695242
1689845694000,1689845695000,3,4755565641499022071,1689845695272
1689845694000,1689845695000,4,4751153591535602043,1689845695272
1689845694000,1689845695000,5,4725847754854279851,1689845695272
1689845694000,1689845695000,6,4725787602152121230,1689845695272
1689845695000,1689845696000,8,4725356935270114797,1689845696239
1689845695000,1689845696000,9,4725369548570002622,1689845696239
1689845695000,1689845696000,10,4725863284461816794,1689845696239
1689845695000,1689845696000,11,4725940256728154112,1689845696239
1689845695000,1689845696000,3,4755565643921543320,1689845696325
1689845695000,1689845696000,4,4751153596349730968,1689845696325
1689845695000,1689845696000,5,4725847909801190286,1689845696325
1689845695000,1689845696000,6,4725787762742141474,1689845696325
1689845696000,1689845697000,8,4725357126632283250,1689845697283
1689845696000,1689845697000,9,4725369738314101798,1689845697283
1689845696000,1689845697000,10,4725863473246507767,1689845697283
1689845696000,1689845697000,11,4725940444359566829,1689845697283
1689845696000,1689845697000,3,4755565646898139895,1689845697308
1689845696000,1689845697000,4,4751153602379975035,1689845697308
1689845696000,1689845697000,5,4725848100467414964,1689845697308
1689845696000,1689845697000,6,4725787961810893028,1689845697308
1689845697000,1689845698000,8,4725357287750723660,1689845698254
1689845697000,1689845698000,9,4725369910637485534,1689845698254
1689845697000,1689845698000,10,4725863638684770607,1689845698254
1689845697000,1689845698000,11,4725940623878263543,1689845698254
1689845697000,1689845698000,3,4755565649397634389,1689845698308
1689845697000,1689845698000,4,4751153607515814844,1689845698308
1689845697000,1689845698000,5,4725848258958667624,1689845698308
1689845697000,1689845698000,6,4725788124356018176,1689845698308
1689845698000,1689845699000,8,4725357451700163925,1689845699263
1689845698000,1689845699000,9,4725370088997684414,1689845699263
1689845698000,1689845699000,10,4725863801446135429,1689845699263
1689845698000,1689845699000,11,4725940781743166805,1689845699263
1689845698000,1689845699000,3,4755565652378269924,1689845699277
1689845698000,1689845699000,4,4751153613588242735,1689845699277
1689845698000,1689845699000,5,4725848449580898714,1689845699277
1689845698000,1689845699000,6,4725788299756219051,1689845699277
1689845699000,1689845700000,8,4725357640745833813,1689845700244
1689845699000,1689845700000,9,4725370278321731812,1689845700244
1689845699000,1689845700000,10,4725863989137200469,1689845700244
1689845699000,1689845700000,11,4725940967289233711,1689845700244
1689845699000,1689845700000,3,4755565654922270644,1689845700255
1689845699000,1689845700000,4,4751153618870424917,1689845700255
1689845699000,1689845700000,5,4725848628507297564,1689845700255
1689845699000,1689845700000,6,4725788477472918490,1689845700255
1689845700000,1689845701000,8,4725357790316578588,1689845701254
1689845700000,1689845701000,9,4725370427556932267,1689845701254
1689845700000,1689845701000,10,4725864138981351727,1689845701254
1689845700000,1689845701000,11,4725941117155754591,1689845701254
1689845700000,1689845701000,3,4755565657426891511,1689845701261
