wrapped_network$start:INTEGER,wrapped_network$end:INTEGER,wrapped_network$node_id:INTEGER,wrapped_network$tBytes:INTEGER
1689857960000,1689857961000,8,4725825695958171648,1689857962037
1689857960000,1689857961000,9,4725838334190245205,1689857962037
1689857960000,1689857961000,10,4726324851755712512,1689857962037
1689857960000,1689857961000,11,4726401499249945259,1689857962037
1689857961000,1689857962000,3,4755573146091607381,1689857963046
1689857961000,1689857962000,4,4751168446805661013,1689857963046
1689857961000,1689857962000,5,4726324257171177472,1689857963046
1689857961000,1689857962000,6,4726259765508134229,1689857963046
1689857961000,1689857962000,8,4725825783177325227,1689857963060
1689857961000,1689857962000,9,4725838419933003776,1689857963060
1689857961000,1689857962000,10,4726324938415625557,1689857963060
1689857961000,1689857962000,11,4726401584992703829,1689857963060
1689857962000,1689857963000,3,4755573147988131840,1689857964072
1689857962000,1689857963000,4,4751168450079664811,1689857964072
1689857962000,1689857963000,5,4726324377832914944,1689857964072
1689857962000,1689857963000,6,4726259883217081685,1689857964072
1689857962000,1689857963000,8,4725825906624080555,1689857964089
1689857962000,1689857963000,9,4725838524712310101,1689857964089
1689857962000,1689857963000,10,4726325046897104213,1689857964089
1689857962000,1689857963000,11,4726401654439193259,1689857964089
1689857963000,1689857964000,8,4725825970321577301,1689857965086
1689857963000,1689857964000,9,4725838582571335680,1689857965086
1689857963000,1689857964000,10,4726325124575614293,1689857965086
1689857963000,1689857964000,11,4726401738280534016,1689857965086
1689857963000,1689857964000,3,4755573149411573760,1689857965100
1689857963000,1689857964000,4,4751168451438968832,1689857965100
1689857963000,1689857964000,5,4726324437045302613,1689857965100
1689857963000,1689857964000,6,4726259944644061867,1689857965100
1689857964000,1689857965000,8,4725826060325748736,1689857966046
1689857964000,1689857965000,9,4725838668918074027,1689857966046
1689857964000,1689857965000,10,4726325225820520448,1689857966046
1689857964000,1689857965000,11,4726401831863844864,1689857966046
1689857964000,1689857965000,3,4755573150455955456,1689857966100
1689857964000,1689857965000,4,4751168455299126613,1689857966100
1689857964000,1689857965000,5,4726324543289819136,1689857966100
1689857964000,1689857965000,6,4726260054579565909,1689857966100
1689857965000,1689857966000,3,4755573151267728043,1689857966641
1689857965000,1689857966000,4,4751168457201243477,1689857966641
1689857965000,1689857966000,5,4726324622097995093,1689857966641
1689857965000,1689857966000,6,4726260134864136875,1689857966641
1689857965000,1689857966000,8,4725826112100237312,1689857966648
1689857965000,1689857966000,9,4725838737939540651,1689857966648
1689857965000,1689857966000,10,4726325270056446635,1689857966648
1689857965000,1689857966000,11,4726401902261043200,1689857966648
1689857966000,1689857967000,3,4755573152887078912,1689857967663
1689857966000,1689857967000,4,4751168460509151232,1689857967663
1689857966000,1689857967000,5,4726324696465801216,1689857967663
1689857966000,1689857967000,6,4726260207129198592,1689857967663
1689857966000,1689857967000,8,4725826216678217045,1689857967676
1689857966000,1689857967000,9,4725838860077673131,1689857967676
1689857966000,1689857967000,10,4726325376133190997,1689857967676
1689857966000,1689857967000,11,4726402023660978176,1689857967676
1689857967000,1689857968000,3,4755573154243936256,1689857968688
1689857967000,1689857968000,4,4751168463363724629,1689857968688
1689857967000,1689857968000,5,4726324784423152299,1689857968688
1689857967000,1689857968000,6,4726260293610154667,1689857968688
1689857967000,1689857968000,8,4725826305754049195,1689857968702
1689857967000,1689857968000,9,4725838934121119744,1689857968702
1689857967000,1689857968000,10,4726325452167533909,1689857968702
1689857967000,1689857968000,11,4726402099259113472,1689857968702
1689857968000,1689857969000,3,4755573155600793600,1689857969717
1689857968000,1689857969000,4,4751168466106449920,1689857969717
1689857968000,1689857969000,5,4726324861732563627,1689857969717
1689857968000,1689857969000,6,4726260370181368491,1689857969717
1689857968000,1689857969000,8,4725826384920139093,1689857969731
1689857968000,1689857969000,9,4725839026160926720,1689857969731
1689857968000,1689857969000,10,4726325545907432107,1689857969731
1689857968000,1689857969000,11,4726402196332085248,1689857969731
1689857969000,1689857970000,3,4755573157082955776,1689857970744
1689857969000,1689857970000,4,4751168469566750720,1689857970744
1689857969000,1689857970000,5,4726324963559079936,1689857970744
1689857969000,1689857970000,6,4726260474222477312,1689857970744
1689857969000,1689857970000,8,4725826488223050411,1689857970757
1689857969000,1689857970000,9,4725839137416238421,1689857970757
1689857969000,1689857970000,10,4726325650865695403,1689857970757
1689857969000,1689857970000,11,4726402301111391573,1689857970757
1689857970000,1689857971000,3,4755573158541000704,1689857971771
1689857970000,1689857971000,4,4751168471882705579,1689857971771
1689857970000,1689857971000,5,4726325054066567851,1689857971771
1689857970000,1689857971000,6,4726260547952749227,1689857971771
1689857970000,1689857971000,8,4725826556405656235,1689857971773
1689857970000,1689857971000,9,4725839207075239253,1689857971773
1689857970000,1689857971000,10,4726325722370189995,1689857971773
1689857970000,1689857971000,11,4726402371508589909,1689857971773
1689857971000,1689857972000,3,4755573160160351573,1689857972799
1689857971000,1689857972000,4,4751168475213682005,1689857972799
1689857971000,1689857972000,5,4726325157503696896,1689857972799
1689857971000,1689857972000,6,4726260670090881707,1689857972799
1689857971000,1689857972000,8,4725826682861125632,1689857972802
1689857971000,1689857972000,9,4725839326260581717,1689857972802
1689857971000,1689857972000,10,4726325845056378197,1689857972802
1689857971000,1689857972000,11,4726402496431740245,1689857972802
1689857972000,1689857973000,3,4755573161505674581,1689857973826
1689857972000,1689857973000,4,4751168477950465365,1689857973826
1689857972000,1689857973000,5,4726325245103134037,1689857973826
1689857972000,1689857973000,6,4726260745991006891,1689857973826
1689857972000,1689857973000,8,4725826755316329131,1689857973834
1689857972000,1689857973000,9,4725839394644514133,1689857973834
1689857972000,1689857973000,10,4726325915106847403,1689857973834
1689857972000,1689857973000,11,4726402567220406955,1689857973834
1689857973000,1689857974000,3,4755573162722372267,1689857974847
1689857973000,1689857974000,4,4751168480722550784,1689857974847
1689857973000,1689857974000,5,4726325321674347861,1689857974847
1689857973000,1689857974000,6,4726260835469492224,1689857974847
1689857973000,1689857974000,8,4725826854055837696,1689857974861
1689857973000,1689857974000,9,4725839490979288405,1689857974861
1689857973000,1689857974000,10,4726326008846745600,1689857974861
1689857973000,1689857974000,11,4726402658935854421,1689857974861
1689857974000,1689857975000,3,4755573164391006208,1689857975875
1689857974000,1689857975000,4,4751168484165724843,1689857975875
1689857974000,1689857975000,5,4726325427191851691,1689857975875
1689857974000,1689857975000,6,4726260937765770581,1689857975875
1689857974000,1689857975000,8,4725826955882354005,1689857975890
1689857974000,1689857975000,9,4725839597805415083,1689857975890
1689857974000,1689857975000,10,4726326112518755669,1689857975890
1689857974000,1689857975000,11,4726402765929753259,1689857975890
1689857975000,1689857976000,3,4755573165844332544,1689857976900
1689857975000,1689857976000,4,4751168486331383808,1689857976900
1689857975000,1689857976000,5,4726325514880767317,1689857976900
1689857975000,1689857976000,6,4726261024984924160,1689857976900
1689857975000,1689857976000,8,4725827029724474027,1689857976914
1689857975000,1689857976000,9,4725839668202613419,1689857976914
1689857975000,1689857976000,10,4726326186237842773,1689857976914
1689857975000,1689857976000,11,4726402842064759467,1689857976914
1689857976000,1689857977000,3,4755573167538831360,1689857977928
1689857976000,1689857977000,4,4751168489651175424,1689857977928
1689857976000,1689857977000,5,4726325619380453376,1689857977928
1689857976000,1689857977000,6,4726261129943187456,1689857977928
1689857976000,1689857977000,8,4725827144726697301,1689857977943
1689857976000,1689857977000,9,4725839791078943403,1689857977943
1689857976000,1689857977000,10,4726326295133159424,1689857977943
1689857976000,1689857977000,11,4726402962916638720,1689857977943
1689857977000,1689857978000,3,4755573168752383317,1689857978957
1689857977000,1689857978000,4,4751168492055210667,1689857978957
1689857977000,1689857978000,5,4726325694665413973,1689857978957
1689857977000,1689857978000,6,4726261191370167637,1689857978957
1689857977000,1689857978000,8,4725827208200497835,1689857978971
1689857977000,1689857978000,9,4725839851029528576,1689857978971
1689857977000,1689857978000,10,4726326365921826133,1689857978971
1689857977000,1689857978000,11,4726403022867223893,1689857978971
1689857978000,1689857979000,3,4755573170143843669,1689857979984
1689857978000,1689857979000,4,4751168494815062699,1689857979984
1689857978000,1689857979000,5,4726325783741246123,1689857979984
1689857978000,1689857979000,6,4726261297804825941,1689857979984
1689857978000,1689857979000,8,4725827314445014357,1689857980001
1689857978000,1689857979000,9,4725839959488637611,1689857980001
1689857978000,1689857979000,10,4726326470309664085,1689857980001
1689857978000,1689857979000,11,4726403128183401131,1689857980001
1689857979000,1689857980000,3,4755573172028833792,1689857981010
1689857979000,1689857980000,4,4751168498660190891,1689857981010
1689857979000,1689857980000,5,4726325885567762432,1689857981010
1689857979000,1689857980000,6,4726261399631342251,1689857981010
1689857979000,1689857980000,8,4725827418486123179,1689857981030
1689857979000,1689857980000,9,4725840066314764288,1689857981030
1689857979000,1689857980000,10,4726326573981674155,1689857981030
1689857979000,1689857980000,11,4726403235747725312,1689857981030
1689857980000,1689857981000,3,4755573173157800619,1689857982037
1689857980000,1689857981000,4,4751168500947135147,1689857982037
1689857980000,1689857981000,5,4726325971310521003,1689857982037
1689857980000,1689857981000,6,4726261484635903317,1689857982037
1689857980000,1689857981000,8,4725827504967079253,1689857982054
1689857980000,1689857981000,9,4725840138904185515,1689857982054
1689857980000,1689857981000,10,4726326645486168747,1689857982054
1689857980000,1689857981000,11,4726403305596867925,1689857982054
1689857981000,1689857982000,3,4755573174806162091,1689857983029
1689857981000,1689857982000,4,4751168504022608555,1689857983029
1689857981000,1689857982000,5,4726326067455153493,1689857983029
1689857981000,1689857982000,6,4726261579304140800,1689857983029
1689857981000,1689857982000,8,4725827599501099008,1689857983082
1689857981000,1689857982000,9,4725840248940352853,1689857983082
1689857981000,1689857982000,10,4726326754381485397,1689857983082
1689857981000,1689857982000,11,4726403418082508800,1689857983082
1689857982000,1689857983000,3,4755573176083327659,1689857984058
1689857982000,1689857983000,4,4751168504814632960,1689857984058
1689857982000,1689857983000,5,4726326155602646357,1689857984058
1689857982000,1689857983000,6,4726261659633451008,1689857984058
1689857982000,1689857983000,8,4725827674059046912,1689857984077
1689857982000,1689857983000,9,4725840284631083691,1689857984077
1689857982000,1689857983000,10,4726326826646547115,1689857984077
1689857982000,1689857983000,11,4726403441022555477,1689857984077
1689857983000,1689857984000,8,4725827756860200277,1689857985029
1689857983000,1689857984000,9,4725840378393351509,1689857985029
1689857983000,1689857984000,10,4726326933248977579,1689857985029
1689857983000,1689857984000,11,4726403544325466795,1689857985029
1689857983000,1689857984000,3,4755573177474788011,1689857985082
1689857983000,1689857984000,4,4751168508682829824,1689857985082
1689857983000,1689857984000,5,4726326242273744213,1689857985082
1689857983000,1689857984000,6,4726261762242904064,1689857985082
