wrapped_network$start:INTEGER,wrapped_network$end:INTEGER,wrapped_network$node_id:INTEGER,wrapped_network$tBytes:INTEGER
1689863640000,1689863641000,1,4757911513717932032,1689863642258
1689863640000,1689863641000,3,4755576878962748075,1689863642258
1689863640000,1689863641000,4,4751175682507844267,1689863642258
1689863640000,1689863641000,5,4726554871435973973,1689863642258
1689863640000,1689863641000,6,4726488773678858240,1689863642258
1689863640000,1689863641000,8,4726051601372938240,1689863642258
1689863640000,1689863641000,9,4726064108966423211,1689863642258
1689863640000,1689863641000,10,4726554960634839040,1689863642258
1689863640000,1689863641000,11,4726623902913003520,1689863642258
1689863641000,1689863642000,1,4757911517317038080,1689863643271
1689863641000,1689863642000,3,4755576881168602453,1689863643271
1689863641000,1689863642000,4,4751175686445596672,1689863643271
1689863641000,1689863642000,5,4726554972994054827,1689863643271
1689863641000,1689863642000,6,4726488871490027520,1689863643271
1689863641000,1689863642000,8,4726051700828274688,1689863643271
1689863641000,1689863642000,9,4726064229080104960,1689863643271
1689863641000,1689863642000,10,4726555081061695488,1689863643271
1689863641000,1689863642000,11,4726624012468224000,1689863643271
1689863642000,1689863643000,1,4757911521106460672,1689863644284
1689863642000,1689863643000,3,4755576882262966272,1689863644284
1689863642000,1689863643000,4,4751175687719616512,1689863644284
1689863642000,1689863643000,5,4726555031121515861,1689863644284
1689863642000,1689863643000,6,4726488923499397120,1689863644284
1689863642000,1689863643000,8,4726051769749078016,1689863644284
1689863642000,1689863643000,9,4726064290238649685,1689863644284
1689863642000,1689863643000,10,4726555141728108544,1689863644284
1689863642000,1689863643000,11,4726624073145821867,1689863644284
1689863643000,1689863644000,1,4757911524430577664,1689863645322
1689863643000,1689863644000,3,4755576883503256917,1689863645322
1689863643000,1689863644000,4,4751175690938395307,1689863645322
1689863643000,1689863644000,5,4726555133395424597,1689863645322
1689863643000,1689863644000,6,4726489026332546389,1689863645322
1689863643000,1689863644000,8,4726051858880834219,1689863645322
1689863643000,1689863644000,9,4726064376037332309,1689863645322
1689863643000,1689863644000,10,4726555228980816555,1689863645322
1689863643000,1689863644000,11,4726624150332200277,1689863645322
1689863644000,1689863645000,1,4757911528405073920,1689863646334
1689863644000,1689863645000,3,4755576884581367808,1689863646334
1689863644000,1689863645000,4,4751175693094617088,1689863646334
1689863644000,1689863645000,5,4726555200549027840,1689863646334
1689863644000,1689863645000,6,4726489101986605739,1689863646334
1689863644000,1689863645000,8,4726051941916868608,1689863646334
1689863644000,1689863645000,9,4726064466198091093,1689863646334
1689863644000,1689863645000,10,4726555314063671296,1689863646334
1689863644000,1689863645000,11,4726624246152473259,1689863646334
1689863645000,1689863646000,1,4757911532346146816,1689863647320
1689863645000,1689863646000,3,4755576886007431168,1689863647320
1689863645000,1689863646000,4,4751175694922984107,1689863647320
1689863645000,1689863646000,5,4726555263139228331,1689863647320
1689863645000,1689863646000,6,4726489163480694784,1689863647320
1689863645000,1689863646000,8,4726052002840532309,1689863647320
1689863645000,1689863646000,9,4726064528284975104,1689863647320
1689863645000,1689863646000,10,4726555382537082197,1689863647320
1689863645000,1689863646000,11,4726624306885995179,1689863647320
1689863646000,1689863647000,1,4757911535749693440,1689863648332
1689863646000,1689863647000,3,4755576887152476160,1689863648332
1689863646000,1689863647000,4,4751175698311981739,1689863648332
1689863646000,1689863647000,5,4726555368645547349,1689863648332
1689863646000,1689863647000,6,4726489262387975509,1689863648332
1689863646000,1689863647000,8,4726052090261012480,1689863648332
1689863646000,1689863647000,9,4726064637023704405,1689863648332
1689863646000,1689863647000,10,4726555469745050965,1689863648332
1689863646000,1689863647000,11,4726624395771685547,1689863648332
1689863647000,1689863648000,1,4757911539552223232,1689863649345
1689863647000,1689863648000,3,4755576888196158805,1689863649345
1689863647000,1689863648000,4,4751175700399347029,1689863649345
1689863647000,1689863648000,5,4726555435262279680,1689863649345
1689863647000,1689863648000,6,4726489330861386411,1689863649345
1689863647000,1689863648000,8,4726052151755101525,1689863649345
1689863647000,1689863648000,9,4726064696023580672,1689863649345
1689863647000,1689863648000,10,4726555503813984256,1689863649345
1689863647000,1689863648000,11,4726624464591825579,1689863649345
1689863648000,1689863649000,1,4757911542782754816,1689863650359
1689863648000,1689863649000,3,4755576889890657621,1689863650359
1689863648000,1689863649000,4,4751175703217569792,1689863650359
1689863648000,1689863649000,5,4726555519976035669,1689863650359
1689863648000,1689863649000,6,4726489418348975445,1689863650359
1689863648000,1689863649000,8,4726052260605678933,1689863650359
1689863648000,1689863649000,9,4726064790121392811,1689863650359
1689863648000,1689863649000,10,4726555571168914091,1689863650359
1689863648000,1689863649000,11,4726624570299471189,1689863650359
1689863649000,1689863650000,1,4757911545393971200,1689863651374
1689863649000,1689863650000,3,4755576890531162795,1689863651374
1689863649000,1689863650000,4,4751175705011683328,1689863651374
1689863649000,1689863650000,5,4726555578841694208,1689863651374
1689863649000,1689863650000,6,4726489488925130752,1689863651374
1689863649000,1689863650000,8,4726052321876071765,1689863651374
1689863649000,1689863650000,9,4726064853472160427,1689863651374
1689863649000,1689863650000,10,4726555679874088960,1689863651374
1689863649000,1689863650000,11,4726624627912430933,1689863651374
1689863650000,1689863651000,1,4757911549391011840,1689863652390
1689863650000,1689863651000,3,4755576891240174933,1689863652390
1689863650000,1689863651000,4,4751175708252132693,1689863652390
1689863650000,1689863651000,5,4726555682670291627,1689863652390
1689863650000,1689863651000,6,4726489580327403520,1689863652390
1689863650000,1689863651000,8,4726052392866065067,1689863652390
1689863650000,1689863651000,9,4726064926218169003,1689863652390
1689863650000,1689863651000,10,4726555738728562688,1689863652390
1689863650000,1689863651000,11,4726624654431617024,1689863652390
1689863651000,1689863652000,1,4757911553465909248,1689863653407
1689863651000,1689863652000,3,4755576892882594475,1689863653407
1689863651000,1689863652000,4,4751175710441908907,1689863653407
1689863651000,1689863652000,5,4726555755673550848,1689863653407
1689863651000,1689863652000,6,4726489637202165760,1689863653407
1689863651000,1689863652000,8,4726052490755528021,1689863653407
1689863651000,1689863652000,9,4726065010383869269,1689863653407
1689863651000,1689863652000,10,4726555833105995093,1689863653407
1689863651000,1689863652000,11,4726624758562204331,1689863653407
1689863652000,1689863653000,1,4757911557307891712,1689863654421
1689863652000,1689863653000,3,4755576893976958293,1689863654421
1689863652000,1689863653000,4,4751175712579955371,1689863654421
1689863652000,1689863653000,5,4726555824650278229,1689863654421
1689863652000,1689863653000,6,4726489682366431232,1689863654421
1689863652000,1689863653000,8,4726052548346118144,1689863654421
1689863652000,1689863653000,9,4726065049899805355,1689863654421
1689863652000,1689863653000,10,4726555903682150400,1689863654421
1689863652000,1689863653000,11,4726624824977610069,1689863654421
1689863653000,1689863654000,1,4757911560868986880,1689863655437
1689863653000,1689863654000,3,4755576895436925611,1689863655437
1689863653000,1689863654000,4,4751175715556513109,1689863655437
1689863653000,1689863654000,5,4726555917103923200,1689863655437
1689863653000,1689863654000,6,4726489784461382997,1689863655437
1689863653000,1689863654000,8,4726052638898345301,1689863655437
1689863653000,1689863654000,9,4726065137320285525,1689863655437
1689863653000,1689863654000,10,4726555988149840555,1689863655437
1689863653000,1689863654000,11,4726624900586930176,1689863655437
