WrappedNetworkMetrics$start:INTEGER(64 bits),WrappedNetworkMetrics$end:INTEGER(64 bits),WrappedNetworkMetrics$node_id:INTEGER(64 bits),WrappedNetworkMetrics$tBytes:INTEGER(64 bits),timestamp
1698839807000,1698839808000,7,26900119389,1698839808128
1698839807000,1698839808000,8,16373995712,1698839808142
1698839807000,1698839808000,9,301566513,1698839808146
1698839807000,1698839808000,5,738369018,1698839808182
1698839807000,1698839808000,10,328725329,1698839808184
1698839807000,1698839808000,4,2131794977,1698839808194
1698839807000,1698839808000,11,319471773,1698839808210
1698839807000,1698839808000,6,5847475058,1698839808223
1698839808000,1698839809000,7,26900120516,1698839809122
1698839808000,1698839809000,8,16373996754,1698839809136
1698839808000,1698839809000,9,301567563,1698839809151
1698839808000,1698839809000,5,738370465,1698839809172
1698839808000,1698839809000,10,328726348,1698839809175
1698839808000,1698839809000,4,2131796577,1698839809186
1698839808000,1698839809000,11,319472728,1698839809211
1698839808000,1698839809000,6,5847476255,1698839809225
1698839809000,1698839810000,7,26900121570,1698839810119
1698839809000,1698839810000,8,16373997937,1698839810121
1698839809000,1698839810000,9,301568688,1698839810145
1698839809000,1698839810000,10,328727563,1698839810171
1698839809000,1698839810000,5,738371606,1698839810175
1698839809000,1698839810000,4,2131797695,1698839810177
1698839809000,1698839810000,11,319473993,1698839810212
1698839809000,1698839810000,6,5847477304,1698839810214
1698839810000,1698839811000,7,26900122553,1698839811121
1698839810000,1698839811000,9,301569600,1698839811129
1698839810000,1698839811000,4,2131798908,1698839811161
1698839810000,1698839811000,5,738372871,1698839811163
1698839810000,1698839811000,10,328728405,1698839811175
1698839810000,1698839811000,11,319474853,1698839811197
1698839810000,1698839811000,6,5847478313,1698839811217
1698839810000,1698839811000,8,16373998909,1698839811219
1698839811000,1698839812000,7,26900123828,1698839812117
1698839811000,1698839812000,9,301570888,1698839812133
1698839811000,1698839812000,4,2131800205,1698839812159
1698839811000,1698839812000,5,738374194,1698839812166
1698839811000,1698839812000,10,328729810,1698839812181
1698839811000,1698839812000,11,319476291,1698839812194
1698839811000,1698839812000,6,5847479499,1698839812211
1698839811000,1698839812000,8,16374000236,1698839812214
1698839812000,1698839813000,7,26900124724,1698839813117
1698839812000,1698839813000,4,2131801252,1698839813156
1698839812000,1698839813000,5,738375260,1698839813161
1698839812000,1698839813000,10,328730652,1698839813183
1698839812000,1698839813000,11,319477165,1698839813186
1698839812000,1698839813000,6,5847480298,1698839813205
1698839812000,1698839813000,8,16374001065,1698839813208
1698839812000,1698839813000,9,301571815,1698839813226
1698839813000,1698839814000,7,26900126021,1698839814117
1698839813000,1698839814000,4,2131802754,1698839814144
1698839813000,1698839814000,5,738376694,1698839814158
1698839813000,1698839814000,11,319478308,1698839814173
1698839813000,1698839814000,10,328731925,1698839814185
1698839813000,1698839814000,8,16374002342,1698839814202
1698839813000,1698839814000,6,5847481668,1698839814204
1698839813000,1698839814000,9,301573088,1698839814220
1698839814000,1698839815000,7,26900127038,1698839815119
1698839814000,1698839815000,4,2131803844,1698839815142
1698839814000,1698839815000,5,738377805,1698839815154
1698839814000,1698839815000,11,319479450,1698839815168
1698839814000,1698839815000,10,328732995,1698839815177
1698839814000,1698839815000,6,5847482565,1698839815195
1698839814000,1698839815000,8,16374003234,1698839815199
1698839814000,1698839815000,9,301574101,1698839815224
1698839815000,1698839816000,7,26900128149,1698839816117
1698839815000,1698839816000,4,2131805220,1698839816124
1698839815000,1698839816000,5,738379182,1698839816152
1698839815000,1698839816000,11,319480494,1698839816170
1698839815000,1698839816000,10,328734057,1698839816184
1698839815000,1698839816000,8,16374004429,1698839816186
1698839815000,1698839816000,6,5847483835,1698839816191
1698839815000,1698839816000,9,301575211,1698839816217
1698839816000,1698839817000,7,26900129314,1698839817122
1698839816000,1698839817000,4,2131806352,1698839817126
1698839816000,1698839817000,5,738380338,1698839817157
1698839816000,1698839817000,11,319481768,1698839817167
1698839816000,1698839817000,8,16374005482,1698839817189
1698839816000,1698839817000,6,5847484824,1698839817191
1698839816000,1698839817000,10,328735269,1698839817192
1698839816000,1698839817000,9,301576342,1698839817214
1698839817000,1698839818000,4,2131807610,1698839818117
1698839817000,1698839818000,7,26900130253,1698839818119
1698839817000,1698839818000,5,738381599,1698839818157
1698839817000,1698839818000,11,319482612,1698839818162
1698839817000,1698839818000,10,328736125,1698839818171
1698839817000,1698839818000,6,5847485910,1698839818189
1698839817000,1698839818000,8,16374006486,1698839818190
1698839817000,1698839818000,9,301577303,1698839818206
1698839818000,1698839819000,4,2131808841,1698839819112
1698839818000,1698839819000,7,26900131589,1698839819115
1698839818000,1698839819000,5,738382864,1698839819161
1698839818000,1698839819000,11,319483997,1698839819163
1698839818000,1698839819000,10,328737485,1698839819177
1698839818000,1698839819000,8,16374007668,1698839819182
1698839818000,1698839819000,6,5847487105,1698839819183
1698839818000,1698839819000,9,301578648,1698839819207
1698839819000,1698839820000,5,738383991,1698839820153
1698839819000,1698839820000,11,319484872,1698839820155
1698839819000,1698839820000,6,5847487979,1698839820172
1698839819000,1698839820000,10,328738383,1698839820174
1698839819000,1698839820000,8,16374008550,1698839820179
1698839819000,1698839820000,9,301579545,1698839820205
1698839819000,1698839820000,4,2131810043,1698839820222
1698839819000,1698839820000,7,26900132471,1698839820226
1698839820000,1698839821000,7,26900133801,1698839821115
1698839820000,1698839821000,11,319486095,1698839821152
1698839820000,1698839821000,5,738385443,1698839821156
1698839820000,1698839821000,6,5847489270,1698839821172
1698839820000,1698839821000,10,328739665,1698839821178
1698839820000,1698839821000,8,16374009836,1698839821180
1698839820000,1698839821000,9,301580888,1698839821196
1698839820000,1698839821000,4,2131811508,1698839821220
1698839821000,1698839822000,11,319487242,1698839822137
1698839821000,1698839822000,5,738386469,1698839822151
1698839821000,1698839822000,6,5847490198,1698839822156
1698839821000,1698839822000,8,16374010793,1698839822174
1698839821000,1698839822000,10,328740732,1698839822179
1698839821000,1698839822000,9,301581842,1698839822191
1698839821000,1698839822000,4,2131812515,1698839822214
1698839821000,1698839822000,7,26900134705,1698839822224
1698839822000,1698839823000,11,319488307,1698839823139
1698839822000,1698839823000,6,5847491437,1698839823144
1698839822000,1698839823000,5,738387968,1698839823146
1698839822000,1698839823000,8,16374011991,1698839823175
1698839822000,1698839823000,10,328741907,1698839823176
1698839822000,1698839823000,9,301583082,1698839823179
1698839822000,1698839823000,4,2131814099,1698839823213
1698839822000,1698839823000,7,26900135988,1698839823222
1698839823000,1698839824000,11,319489490,1698839824132
1698839823000,1698839824000,6,5847492375,1698839824144
1698839823000,1698839824000,5,738389027,1698839824148
1698839823000,1698839824000,9,301584083,1698839824169
1698839823000,1698839824000,8,16374013001,1698839824171
1698839823000,1698839824000,10,328743000,1698839824174
1698839823000,1698839824000,7,26900137005,1698839824200
1698839823000,1698839824000,4,2131815112,1698839824207
1698839824000,1698839825000,11,319490378,1698839825129
1698839824000,1698839825000,6,5847493461,1698839825142
